bin,num_edges,mean_score,mean_label,abs_gap,weighted_abs_gap
0,88,0.05896303626347263,0.26136363636363635,0.20240060010016372,0.030603527162911356
1,34,0.1657043782408325,1.0,0.8342956217591675,0.04873891948421254
2,85,0.2604248585261843,1.0,0.7395751414738156,0.10801355158981844
3,179,0.35295266385708696,1.0,0.647047336142913,0.1990059676453289
4,180,0.4399799110522056,1.0,0.5600200889477944,0.17320208936529724
5,16,0.5194179344945229,1.0,0.4805820655054771,0.013211878089497652
