method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_low_proxy_edge_fraction,mean_low_support_lcb_edge_fraction,mean_high_ood_edge_fraction,mean_high_incompat_edge_fraction,mean_bottleneck_edge_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,planner_method,risk_weight,ood_weight,incompat_weight,uncertified_weight,min_proxy_score,min_heldout_support_lcb,high_ood_threshold,high_incompat_threshold,sweep_id,coverage_cost_ratio,risk_cleanliness_score,coverage_risk_score,is_pareto
floor_proxy_penalized_s0026,500,276,0.552,6.818840579710145,74.66866571507296,56.55221933015545,0.35304191768982507,0.22146942018698296,0.1730180014331848,0.08357187541444218,0.6300566789151139,0.4174898467916326,0.2999065117262087,0.2491521217893414,0.05911858848222484,0.05911858848222484,0.0,0.0,0.3131847041847041,0.13068595041322315,0.5479721894267349,0.004369886373594271,0.0024121772782240373,120,452,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.0,0.05,0.5,0.5,26,0.009760890139030424,0.5782996357080032,0.3192213989108178,False
floor_proxy_penalized_s0027,500,283,0.566,6.159010600706714,70.00962396496783,53.04517644731873,0.31830043142282927,0.14767471473345156,0.15009555545535097,0.03912417385589399,0.5973100044223337,0.46096540918148604,0.30031702897447154,0.24734088529088827,0.2016950149928873,0.2016950149928873,0.0,0.0,0.4215341100979399,0.10623995783570252,0.52585850910319,0.004063614769398585,0.002300005959479599,120,555,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.05,0.0,0.5,0.5,27,0.010670150198522141,0.5136602374524546,0.29073169439808927,False
floor_proxy_penalized_s0028,500,283,0.566,6.713780918727915,73.82616345229968,55.84095129107699,0.3451546965057132,0.22598528448387142,0.16342392674627657,0.0673071770813268,0.6575331354186983,0.4153416930174708,0.3032781904192534,0.2466050192908178,0.11081841720139592,0.11081841720139592,0.0,0.0,0.3378295364997493,0.11802319036361587,0.5370189995189996,0.004252038465251813,0.0024066537713325264,120,499,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.05,0.01,0.5,0.5,28,0.010135930475998946,0.5645476134330774,0.3195339492031218,False
floor_proxy_penalized_s0029,500,276,0.552,6.920289855072464,74.79853283956818,56.97859365958923,0.3577664350829576,0.2459299764056703,0.17409858131689468,0.08673021187118751,0.6394914491545244,0.40463980744706707,0.294009220633463,0.24715506016647934,0.04695106913288731,0.04695106913288731,0.0,0.0,0.3002399317853863,0.11576518431063886,0.5419316542043815,0.004420752336988499,0.0024402552900176506,120,450,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.05,0.05,0.5,0.5,29,0.009687848796301433,0.5914144744987305,0.3264607899232993,False
floor_proxy_penalized_s0030,500,272,0.544,6.551470588235294,71.99483845377654,54.703803884290785,0.34608523405109426,0.2290293834405126,0.16314248254175034,0.06531481055374037,0.662717188397093,0.4166731775069843,0.2976826546184963,0.2479711569176056,0.10775786329291864,0.10775786329291864,0.0,0.0,0.3472939729397294,0.10312628126281263,0.524888713172846,0.0044367670175498395,0.0024136012575471126,120,494,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.1,0.0,0.5,0.5,30,0.009944463846621456,0.5667987496973604,0.3083385198353641,False
floor_proxy_penalized_s0031,500,272,0.544,6.639705882352941,72.4873146399456,55.08553371326862,0.3479915317631185,0.2350565227575523,0.16464675430280726,0.06886321847391173,0.6623221081988968,0.4129704198531808,0.29845060134145973,0.24706804414525135,0.10092543782580683,0.10092543782580683,0.0,0.0,0.33936505274143647,0.10307210214959293,0.5387939756020936,0.004419524779090558,0.0024042214798252635,120,490,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.1,0.01,0.5,0.5,31,0.00987555104451979,0.5712681368687047,0.3107698664565754,False
floor_proxy_penalized_s0032,500,265,0.53,6.8830188679245285,73.53233894196254,56.36523885096783,0.36207197334231755,0.26287348463315774,0.17564982561951548,0.08746018341962802,0.6469242878046648,0.4001895614185642,0.28674509614196664,0.2482334066263579,0.03487253487253487,0.03487253487253487,0.0,0.0,0.30081196160741613,0.09678043967816695,0.5360112215225852,0.0045946087231286585,0.002435142623258189,120,447,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.1,0.05,0.5,0.5,32,0.009402958468806339,0.601211674818911,0.31864218765402286,False
floor_proxy_penalized_s0033,500,265,0.53,6.856603773584905,73.14115082857336,56.0858018085896,0.36175135379226026,0.27037002536441,0.1732053241811718,0.08065838440983288,0.6566268729519521,0.39782866342615236,0.2889730999786916,0.24881872868401153,0.04377555315055315,0.04377555315055315,0.0,0.0,0.3057016321220866,0.09612193362193361,0.5463311415015961,0.004630575778345938,0.002454205162523347,120,460,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.2,0.0,0.5,0.5,33,0.009449806954865178,0.5995952461302017,0.3177854804490069,False
floor_proxy_penalized_s0034,500,265,0.53,6.856603773584905,73.14115082857336,56.0858018085896,0.36175135379226026,0.27037002536441,0.1732053241811718,0.08065838440983288,0.6566268729519521,0.39782866342615236,0.2889730999786916,0.24881872868401153,0.04377555315055315,0.04377555315055315,0.0,0.0,0.3057016321220866,0.09612193362193361,0.5463311415015961,0.004630575778345938,0.002454205162523347,120,460,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.2,0.01,0.5,0.5,34,0.009449806954865178,0.5995952461302017,0.3177854804490069,False
floor_proxy_penalized_s0035,500,265,0.53,6.958490566037736,73.80825395862205,56.755032681071796,0.3656023618782939,0.27574530876399966,0.17525209567913008,0.08603166167710274,0.6545347155417205,0.3943020811527731,0.28356034865290364,0.24946835220687708,0.02309854497354497,0.02309854497354497,0.0,0.0,0.29105366434911883,0.09335331125103852,0.5318099829463466,0.004610053301222661,0.00244332824964801,120,442,floor_proxy_penalized,0.0,0.0,1.0,0.0,0.2,0.05,0.5,0.5,35,0.009338378906030632,0.6086983767738854,0.3226101396901593,False
floor_proxy_penalized_s0036,500,283,0.566,6.897526501766785,75.11536607550235,56.24992615924477,0.36291792232380404,0.25774780090400173,0.17573257784553273,0.080160553274783,0.6411517939123527,0.3969344992574179,0.29496769846630533,0.24877793942773357,0.018795733423393,0.018795733423393,0.0,0.0,0.2800602274006529,0.11978498255094,0.5411192727682088,0.004348326110734067,0.002461152578675482,120,582,floor_proxy_penalized,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,36,0.010062235431165573,0.6029678870749097,0.34127982408439883,False
