method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_low_proxy_edge_fraction,mean_low_support_lcb_edge_fraction,mean_high_ood_edge_fraction,mean_high_incompat_edge_fraction,mean_bottleneck_edge_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,coverage_delta_vs_support,num_common_reachable_with_support,base_cost_delta_common_vs_support,min_proxy_delta_common_vs_support,uncertified_fraction_delta_common_vs_support
support_shortest_path,500,283,0.566,5.646643109540636,50.55063453182929,50.55063453182929,0.2774885165213061,0.10492855452564272,0.13706627230241988,0.026980577364727247,0.5244934028180179,0.5295123442150399,0.37637467802329755,0.24307051702963925,0.3270803270803271,0.3270803270803271,0.3270803270803271,0.1592774247029566,0.5076178451178451,0.2311907064566639,0.5515697757719035,0.003433065845927038,0.0019431152687947031,120,582,0.0,283.0,0.0,0.0,0.0
proxy_penalized,500,283,0.566,6.787985865724382,169.69767946204564,55.47807524429424,0.36388845720940943,0.25461091126600705,0.1796455269029277,0.07929222972496777,0.6425995231741628,0.39244643277273683,0.30776960774459505,0.2488811492900466,0.036641618822469885,0.036641618822469885,0.036641618822469885,0.015736519193966004,0.2728301249577845,0.13027411910390632,0.537637903861308,0.004567456251278567,0.0025851802382236685,120,582,0.0,283.0,4.92744071246495,0.14968235674036434,-0.2904387082578572
proxy_threshold,500,265,0.53,6.962264150943396,56.68280465224989,56.68280465224989,0.3685197148635902,0.28133267686986446,0.1826988053024904,0.08730869765073221,0.6547677626607887,0.3940810283484091,0.3023769112497918,0.2475977138876888,0.0,0.0,0.0,0.0,0.2825929121383667,0.11235444900217627,0.5498696904946905,0.0047917057241931805,0.002539604033822385,118,434,-0.03599999999999992,265.0,7.011925007215986,0.17470941000645243,-0.3290434102934103
certified_only,500,265,0.53,6.962264150943396,56.68280465224989,56.68280465224989,0.3685197148635902,0.28133267686986446,0.1826988053024904,0.08730869765073221,0.6547677626607887,0.3940810283484091,0.3023769112497918,0.2475977138876888,0.0,0.0,0.0,0.0,0.2825929121383667,0.11235444900217627,0.5498696904946905,0.0047917057241931805,0.002539604033822385,118,434,-0.03599999999999992,265.0,7.011925007215986,0.17470941000645243,-0.3290434102934103
