edge_id,src,dst,heldout_support_lcb,edge_action_mse,edge_action_mse_ucb,edge_policy_support_score,obs_goal_knn_distance,action_residual_score,low_support_flag,edge_ood_score,outgoing_mean_termination_bridge_coverage,incoming_mean_termination_bridge_coverage,outgoing_incompatible_fraction,incoming_incompatible_fraction,edge_proxy_score,certified_offline_binary,edge_bottleneck_score,num_unique_starts,num_unique_episodes,median_h,num_segments,num_episodes,train_num_segments,train_num_unique_starts,train_num_unique_terminations,train_num_episodes,heldout_num_segments,heldout_num_unique_starts,heldout_num_unique_terminations,heldout_num_episodes,heldout_support_binary,heldout_support_rate,num_policy_eval_samples,obs_goal_knn_distance_norm,edge_proxy_score_original,certified_offline_binary_original,support_reliability,policy_reliability,behavior_reliability,compatibility_reliability,diversity_reliability,calibrated_edge_reliability_score,calibrated_edge_risk_score,calibrated_edge_ood_score,calibrated_certified_binary,edge_proxy_score_calibrated_input,edge_ood_score_calibrated_input
311,218,178,0.0614903152761605,,,0.0,13.925541877746582,1.0,1.0,1.0,0.2222222222222222,0.0485719619189845,0.6666666666666666,0.6,0.04882260709992334,False,0.8816696613244259,3,3,10.0,3,3,2,2,2,2,1,1,1,1,True,0.3333333333333333,,1.0,-0.0483244554754151,False,0.0614903152761605,0.0,0.0,0.22281292697213037,0.04166666666666667,0.04882260709992334,0.9511773929000766,1.0,False,0.04882260709992334,1.0
263,209,231,0.0,,,0.0,9.468360900878906,1.0,1.0,0.697538216117116,0.1875,0.0251738402612576,0.625,0.5,0.06184859227008882,False,1.2040851850136032,4,3,10.0,4,3,4,4,3,3,0,0,0,0,False,0.0,,0.092614648351348,-0.0484864375855858,False,0.0,0.0,0.302461783882884,0.21569052495914165,0.06013745704467354,0.06184859227008882,0.9381514077299111,0.697538216117116,False,0.06184859227008882,0.697538216117116
552,383,361,0.0455860626446362,,,0.0,14.985995292663574,1.0,1.0,1.0,0.3125,0.0055026455026455,0.25,0.6666666666666666,0.043820558409268115,False,0.4182303580580847,3,2,10.0,4,2,3,2,2,1,1,1,1,1,True,0.25,,1.0,-0.0499653103918809,False,0.0455860626446362,0.0,0.0,0.29347183253303855,0.019759450171821305,0.043820558409268115,0.9561794415907319,1.0,False,0.043820558409268115,1.0
510,340,300,0.0,,,0.0,11.76642894744873,1.0,1.0,0.948373140135088,0.3888888888888888,0.0574694399105534,0.3333333333333333,0.3333333333333333,0.051220234899781905,False,0.4116628089621737,5,4,10.0,6,4,6,5,5,4,0,0,0,0,False,0.0,,0.8451194204052643,-0.0502014811335645,False,0.0,0.0,0.051626859864912,0.38572802542700224,0.0979381443298969,0.051220234899781905,0.9487797651002181,0.948373140135088,False,0.051220234899781905,0.948373140135088
449,300,321,0.0,,,0.0,10.269158363342283,1.0,1.0,0.7849455367796216,0.2705882352941177,0.0108961244585182,0.6,0.5,0.06719371649771724,False,0.54501111574303,20,5,8.0,68,5,68,20,20,5,0,0,0,0,False,0.0,,0.3548366103388649,-0.0503461177026985,False,0.0,0.0,0.21505446322037836,0.2516624345116749,0.20017182130584193,0.06719371649771724,0.9328062835022828,0.7849455367796216,False,0.06719371649771724,0.7849455367796216
223,204,222,0.0,,,0.0,9.26072120666504,1.0,1.0,0.6748742715054709,0.1666666666666666,0.0020356234096692,0.8333333333333334,0.8333333333333334,0.049868033006880974,False,0.9050989791035348,3,2,10.0,4,2,4,3,3,2,0,0,0,0,False,0.0,,0.0246228145164122,-0.0506171981429135,False,0.0,0.0,0.32512572849452914,0.11856864751285637,0.019759450171821305,0.049868033006880974,0.950131966993119,0.6748742715054709,False,0.049868033006880974,0.6748742715054709
18,6,27,0.0,,,0.0,9.775278091430664,1.0,1.0,0.7310383338733204,0.19,0.0284652776953237,0.1428571428571428,0.1666666666666666,0.07645164028238899,False,1.2483050882681392,42,8,8.0,100,8,100,42,25,8,0,0,0,0,False,0.0,,0.1931150016199611,-0.0512573056177996,False,0.0,0.0,0.2689616661266796,0.30385455006866113,0.31915807560137455,0.07645164028238899,0.9235483597176111,0.7310383338733204,False,0.07645164028238899,0.7310383338733204
384,233,235,0.0084557694719232,,,0.0,9.977678298950195,1.0,1.0,0.7531303866957609,0.1825396825396825,0.0240214980734544,0.5,0.7777777777777778,0.06627143166515162,False,1.1619791581108354,13,7,10.0,21,7,20,12,12,6,1,1,1,1,True,0.0476190476190476,,0.2593911600872829,-0.051274612819493,False,0.0084557694719232,0.0,0.24686961330423907,0.1931211244836162,0.22465635738831616,0.06627143166515162,0.9337285683348484,0.7531303866957609,False,0.06627143166515162,0.7531303866957609
326,222,241,0.0084557694719232,,,0.0,11.627384185791016,1.0,1.0,0.9331963561936512,0.2571428571428571,0.125596339618137,0.4,0.3333333333333333,0.05690636053988847,False,1.1119894608452026,10,7,9.0,21,7,20,9,17,6,1,1,1,1,True,0.0476190476190476,,0.799589068580954,-0.0516634081544963,False,0.0084557694719232,0.0,0.06680364380634884,0.34813897460781584,0.20575601374570446,0.05690636053988847,0.9430936394601115,0.9331963561936512,False,0.05690636053988847,0.9331963561936512
171,126,107,0.0,,,0.0,9.929222106933594,1.0,1.0,0.7478413765374992,0.2,0.0300571944611679,0.8,0.6666666666666666,0.06666829506630455,False,0.8814227627528947,38,6,8.0,156,6,156,38,37,6,0,0,0,0,False,0.0,,0.2435241296124976,-0.0517784182076331,False,0.0,0.0,0.25215862346250084,0.17514077935998337,0.2779209621993127,0.06666829506630455,0.9333317049336954,0.7478413765374992,False,0.06666829506630455,0.7478413765374992
