dataset,phase2_run,phase2_run_dir,sampling_mode,seed,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,uniform_transition,0,0.2075895294547081,0.2075895294547081,0.19222276298026963,0.2072763594548406,0.20635036907039916,0.1926185544563985,0.19965266525402153,0.1992240719339571
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,uniform_edge,0,0.21179994568228722,0.21179994568228722,0.19553568068172433,0.20385993443280628,0.210851312038746,0.1882130281830765,0.19994250845872033,0.19885787172881558
antmaze-large-stitch-v0,core_plus_bottleneck_budget120_H10,results/phase2/antmaze_large_stitch/core_plus_bottleneck_budget120_H10,bottleneck_weighted,0,0.21067005768418312,0.21067005768418312,0.19296381272850474,0.20566808568256734,0.20944263113631797,0.18871868627915922,0.1990922444797728,0.19913386744721934
