baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,234,0.4358974358974359,1.0,6.0,1,1
random_same_edge_budget,857,0.73512252042007,1.0,2.0,1,1
