edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.004499982008124178,137,0.01573312213445938,0.9139315141380153
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.005594057055503575,159,0.017219806394826637,0.8941505289238773
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.009254753535958128,77,0.03074261213846332,0.8310252739259856
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.026562015229137613,70,0.06474215922801577,0.587875372791745
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.00732749673473639,96,0.024451222799323925,0.8636826035308104
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.006469187777256593,50,0.02876359593944333,0.878636719126509
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.013850537064270332,65,0.042461514835345146,0.7580463546745313
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.00823227739156395,49,0.03363720895019275,0.8481942951195991
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.022484500173517073,37,0.0708011516221114,0.6378258447765014
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.004892992679864013,30,0.029924253587620665,0.9067759762404798
1907,6527,474,232,4.241920594305127,low_compatibility_junction,0.024855041589554667,28,0.08325120333060491,0.6082916455826753
1908,4617,331,474,4.239544040550339,low_compatibility_junction,0.02932171121106616,35,0.08605222348203567,0.5563074198006241
1909,6538,474,428,4.232700753707026,low_compatibility_junction,0.01899125208001351,8,0.11448784494500786,0.6839810669774089
1910,3936,284,474,4.226482518504053,low_compatibility_junction,0.03536887778900564,20,0.11779250332023425,0.49293519899471844
1911,1940,145,474,4.211165895846417,low_compatibility_junction,0.02822697596401786,23,0.09689022189578034,0.5686219259144373
1912,6537,474,424,4.207776750890882,low_compatibility_junction,0.009975047112675384,20,0.053747264892937414,0.8191394489755413
1913,5553,404,421,3.8966203680592577,low_compatibility_junction,0.01924860578839402,358,0.03362050613399339,0.6804696103126114
1914,2976,219,404,3.879667084679372,low_compatibility_junction,0.0061535812436930085,252,0.015839030505542116,0.8842003295556672
1915,5899,427,404,3.860640914244901,low_compatibility_junction,0.005021017944499244,221,0.01436336122598314,0.9044571415152048
1916,5547,404,345,3.8449903533175154,low_compatibility_junction,0.0202651301424869,103,0.0477574987138534,0.6667750123087475
1917,307,18,404,3.840811816864981,low_compatibility_junction,0.00711446665081894,80,0.025597883233591873,0.8673702613230453
1918,5539,404,242,3.8196285216251056,low_compatibility_junction,0.03301669719471325,127,0.0646191669406212,0.5166787639603444
1919,15,0,404,3.815493959042113,low_compatibility_junction,0.0032372660651349295,78,0.01586420172066927,0.9373061448905182
1920,5557,404,482,3.805389081624957,low_compatibility_junction,0.020492975010634646,95,0.049279999280690406,0.6637434994059077
