step,train_action_mse,train_weighted_action_mse
1,0.20213210582733154,0.2049490213394165
1000,0.01446465402841568,0.014819958247244358
2000,0.011093790642917156,0.01125486008822918
3000,0.00850530993193388,0.008597614243626595
