edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,src_edge,dst_edge,is_repair_edge,num_unique_starts,num_unique_episodes,edge_bottleneck_score,median_h,num_segments,repair_reason_edge,planner_usage_count,used_by_planner,mean_endpoint_compatibility,support_group,bottleneck_group,horizon_group,compatibility_group,planner_usage_group
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.004499982008124178,137,0.01573312213445938,0.9139315141380153,412,474,True,23,7,0.5662756700833872,3.0,64,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.005594057055503575,159,0.017219806394826637,0.8941505289238773,474,471,True,21,5,0.5662756700833872,4.0,60,low_compatibility_junction,1.0,True,,high_support,low_bottleneck,short_horizon,unknown,planner_used
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.009254753535958128,77,0.03074261213846332,0.8310252739259856,232,474,True,12,5,0.5662756700833872,3.0,35,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.026562015229137613,70,0.06474215922801577,0.587875372791745,424,474,True,14,7,0.5662756700833872,4.0,25,low_compatibility_junction,0.0,False,,high_support,low_bottleneck,short_horizon,unknown,not_planner_used
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.00732749673473639,96,0.024451222799323925,0.8636826035308104,427,474,True,13,3,0.5662756700833872,4.0,37,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.006469187777256593,50,0.02876359593944333,0.878636719126509,0,474,True,5,4,0.5662756700833872,3.0,22,low_compatibility_junction,1.0,True,,low_support,low_bottleneck,short_horizon,unknown,planner_used
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.013850537064270332,65,0.042461514835345146,0.7580463546745313,384,474,True,11,4,0.5662756700833872,4.0,24,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.00823227739156395,49,0.03363720895019275,0.8481942951195991,181,474,True,10,3,0.5662756700833872,4.0,19,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.022484500173517073,37,0.0708011516221114,0.6378258447765014,428,474,True,5,4,0.5662756700833872,4.0,19,low_compatibility_junction,1.0,True,,low_support,low_bottleneck,short_horizon,unknown,planner_used
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.004892992679864013,30,0.029924253587620665,0.9067759762404798,425,474,True,4,4,0.5662756700833872,4.0,14,low_compatibility_junction,0.0,False,,low_support,low_bottleneck,short_horizon,unknown,not_planner_used
