step,train_action_mse,train_weighted_action_mse
1,0.20590713620185852,0.20864824950695038
1000,0.017502492293715477,0.018166130408644676
2000,0.010786234401166439,0.011127990670502186
3000,0.008869580924510956,0.009045063517987728
