method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_pair_penalty_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_pair_termination_bridge_coverage,mean_min_pair_termination_bridge_coverage,mean_pair_bridge_matches_per_first_segment,mean_pair_strict_compatible_rate,mean_pair_incompatible_fraction,mean_low_pair_coverage_fraction,mean_missing_pair_fraction,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_high_pair_risk_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,num_pair_compatibility_edges,coverage_delta_vs_support,num_common_reachable_with_support,base_cost_delta_common_vs_support,min_pair_coverage_delta_common_vs_support,pair_incompatible_delta_common_vs_support,min_proxy_delta_common_vs_support,mean_repair_edge_fraction,mean_num_repair_edges,mean_repair_certified_fraction,mean_repair_edge_proxy_score,mean_min_repair_edge_proxy_score
support_shortest_path,100,51,0.51,3.4313725490196076,12.242883552647953,12.242883552647953,23.774228097145883,0.24171146921872255,0.11847457942373496,0.1994033420107503,0.06524222047393104,0.42034642341377954,0.46282915027970545,0.024298666482966143,0.007352941176470588,0.08105432588898602,0.0915032679738562,0.9084967320261437,0.9150326797385621,0.0,0.3568627450980392,0.3568627450980392,0.9901960784313726,0.014792712713507936,0.0075442834838890475,356,2397,33117,0.0,51.0,0.0,0.0,0.0,0.0,0.30196078431372547,1.0392156862745099,0.9547619047619047,0.3147700572008265,0.2886894887932129
calibrated_compat_penalized,100,51,0.51,3.549019607843137,68.61547354363191,13.15910838568809,22.150141544678224,0.3055773785422409,0.17300133454025365,0.23851299256275268,0.08724453033736203,0.5087517265720293,0.3762005435981052,0.11408493314916975,0.024151625923606795,0.6649083154663465,0.29248366013071897,0.707516339869281,0.7359477124183006,0.0,0.1964052287581699,0.1964052287581699,0.9071895424836601,0.022196081578220485,0.011320001604892447,356,2397,33117,0.0,51.0,0.9162248330401361,0.01679868474713621,-0.2009803921568627,0.054526755116518694,0.3251633986928104,1.1568627450980393,0.9560185185185185,0.3589640036075745,0.3187959626655133
compat_threshold,100,48,0.48,6.208333333333333,23.53210792535327,23.53210792535327,35.61116860367786,0.3356115950207974,0.14841365797825998,0.22113504440791684,0.03779347137696447,0.5755873557831167,0.3348370526903362,0.3222437876798588,0.10688152295465751,1.697972219361931,1.0,0.0,0.0,0.0,0.16448412698412698,0.16448412698412698,0.7784060846560846,0.008523241659687245,0.004091155996649878,356,2397,33117,-0.030000000000000027,48.0,11.449244717912569,0.09906902295465751,-0.9027777777777777,0.025600537396422013,0.2517729377104377,1.5625,0.9768518518518517,0.4175181018709065,0.33181167194138994
calibrated_compat_threshold,100,48,0.48,7.5,72.3293031822227,25.71148769458902,42.64886546428012,0.4441596281150937,0.24361123623951766,0.33214193552279797,0.09989423791106256,0.6591183240729591,0.2238833519437168,0.33763872660536015,0.09816366766022112,1.5881851936877043,1.0,0.0,0.0,0.0,0.03733540764790765,0.03733540764790765,0.7574712902837902,0.010933962670105471,0.005248302081650626,356,2397,33117,-0.030000000000000027,48.0,13.62862448714832,0.09035116766022112,-0.9027777777777777,0.1207981156576797,0.40100484006734005,2.9791666666666665,0.973170731707317,0.5382712657748515,0.3851040153386388
