step,train_action_mse,train_weighted_action_mse
1,0.22150766849517822,0.22275282442569733
1000,0.017606619745492935,0.017716776579618454
2000,0.013786940835416317,0.013889611698687077
3000,0.011660091578960419,0.011804417707026005
