group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.015802949782599923,0.010639355004519725,0.013882725811866257,0.7553104239784593,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
planner_usage_group,not_planner_used,443,0.015578015030851251,0.010717784970715318,0.013750763699275768,0.7554970351714329,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
planner_usage_group,planner_used,57,0.01755112688829574,0.009480058087985618,0.01468059820174539,0.7538600948821911,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
support_group,high_support,243,0.013140804651068002,0.009514247472345068,0.012994990419582367,0.7819957920524389,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
support_group,low_support,257,0.01832007533498225,0.01218486757716164,0.019434388303550813,0.730078733542751,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
bottleneck_group,high_bottleneck,221,0.020546246407371443,0.013716158329156928,0.014467374547307137,0.7013273489597736,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
bottleneck_group,low_bottleneck,279,0.012045714821759401,0.008960515403628556,0.01338392927945035,0.798071211000429,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
horizon_group,long_horizon,245,0.01610326975024289,0.011747124417161104,0.014827877726597511,0.7432136872430365,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
horizon_group,short_horizon,255,0.015514407068590015,0.009348392920276406,0.013130162690796294,0.7669327788811203,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
compatibility_group,unknown,500,0.015802949782599923,0.010639355004519725,0.013882725811866257,0.7553104239784593,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
repair_reason,low_compatibility_junction,500,0.015802949782599923,0.010639355004519725,0.013882725811866257,0.7553104239784593,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,1
