step,train_action_mse,train_weighted_action_mse
1,0.8169757127761841,0.810645580291748
50,0.3535282611846924,0.3508458435535431
100,0.3007785677909851,0.2943347692489624
150,0.2779608368873596,0.2793741822242737
200,0.26786527037620544,0.2656087279319763
