baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,7040,0.6235795454545454,0.99,3.9797979797979797,100,99
random_same_edge_budget,7040,0.9589488636363637,1.0,2.66,100,100
