group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
planner_usage_group,not_planner_used,445,0.019782609578219017,0.01663085839910699,0.019661973304351994,0.6873768488291097,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
planner_usage_group,planner_used,55,0.016033376252411587,0.014439242997799407,0.016313204841458737,0.7327078901111417,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
support_group,high_support,241,0.017754971354062964,0.01430887657303791,0.019070537870797908,0.7226018831481006,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
support_group,low_support,259,0.020890268319796276,0.01780621818249562,0.01972985492529059,0.6642261692910207,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
bottleneck_group,high_bottleneck,193,0.021362047759698948,0.01598820893988078,0.021045333176129184,0.6738698570064221,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
bottleneck_group,low_bottleneck,307,0.018128030861223606,0.016541795884664787,0.017430158224532873,0.7039894113447139,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
horizon_group,long_horizon,233,0.022762836191070022,0.01994545768773206,0.020936231004851043,0.6439284516417947,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
horizon_group,short_horizon,267,0.0163582725679008,0.012315942893427403,0.018226436734543335,0.7346303462641516,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
compatibility_group,unknown,500,0.01936686797959118,0.016312837803668392,0.019275994251318915,0.6923632633701333,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
repair_reason,low_compatibility_junction,500,0.01936686797959118,0.016312837803668392,0.019275994251318915,0.6923632633701333,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,augmented_loss_support_bottleneck_s03,1
all_repair_edges,all_repair_edges,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
planner_usage_group,not_planner_used,445,0.019433195012846075,0.015512795983651606,0.019300119735347683,0.6940605288808381,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
planner_usage_group,planner_used,55,0.017650869314605817,0.01286094461904903,0.016866846632943806,0.7200072047855651,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
support_group,high_support,241,0.017522033774793392,0.014357438477489076,0.018867632827873147,0.7200874595619545,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
support_group,low_support,259,0.020841987136789166,0.016452629534233848,0.01934238908214812,0.6753523315086795,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
bottleneck_group,high_bottleneck,193,0.022120766667007054,0.015868449148838507,0.020902182968715294,0.6705737306273996,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
bottleneck_group,low_bottleneck,307,0.01744408871319314,0.015140573906525696,0.017066982533804988,0.713474272326029,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
horizon_group,long_horizon,233,0.02181910727932271,0.01957088606220416,0.021002065231959646,0.6578995141311472,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
horizon_group,short_horizon,267,0.01694671033036596,0.012194137808637952,0.01778229037280831,0.7309615910959616,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
compatibility_group,unknown,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
repair_reason,low_compatibility_junction,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
all_repair_edges,all_repair_edges,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
planner_usage_group,not_planner_used,445,0.01967983827129912,0.016365120257250964,0.01956409630318145,0.6883416155411053,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
planner_usage_group,planner_used,55,0.01621481125307332,0.013885637160121022,0.01631878505268266,0.7305070074439672,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
support_group,high_support,241,0.017648759173183124,0.01428453652872074,0.018943367601694426,0.7230649609982817,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
support_group,low_support,259,0.02085204837578358,0.017278191651855634,0.019734953914365416,0.6649855163112901,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
bottleneck_group,high_bottleneck,193,0.021012719335015386,0.015696883634276067,0.02079371163446883,0.6768219567464536,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
bottleneck_group,low_bottleneck,307,0.01822943340819942,0.0162349678436143,0.01751703739553321,0.703137676459754,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
horizon_group,long_horizon,233,0.022731649920935654,0.019980734923126128,0.020883178975706143,0.6451577309377925,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
horizon_group,short_horizon,267,0.016251516596897105,0.012574262694334206,0.018119685394624364,0.7347121835831624,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
compatibility_group,unknown,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
repair_reason,low_compatibility_junction,500,0.019295611485003923,0.016130784550591575,0.01919004172844896,0.69297980865042,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,1
all_repair_edges,all_repair_edges,500,0.01953118295155915,0.015580249771798513,0.01933338443812216,0.6933605344532935,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
planner_usage_group,not_planner_used,445,0.01969674251854039,0.015758733856133543,0.01960147458733729,0.6907672237774322,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
planner_usage_group,planner_used,55,0.01820369624176409,0.013155573075797794,0.01730460901832484,0.7143427753761703,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
support_group,high_support,241,0.017847388471226598,0.014623790600686887,0.019176571397161637,0.7171810959033874,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
support_group,low_support,259,0.02110974027687091,0.01686130175431673,0.019677988040253405,0.671195456038341,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
bottleneck_group,high_bottleneck,193,0.022211571597199383,0.0156211945411217,0.021221764823011878,0.6693033050371993,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
bottleneck_group,low_bottleneck,307,0.01786688934805704,0.01557531772132848,0.017381876285678676,0.7084844604380041,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
horizon_group,long_horizon,233,0.02231583984526989,0.020076875218655914,0.021389073444052525,0.6522053682966793,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
horizon_group,short_horizon,267,0.01706416752861389,0.012396346718980735,0.018056244316409256,0.7292749678409005,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
compatibility_group,unknown,500,0.01953118295155915,0.015580249771798513,0.01933338443812216,0.6933605344532935,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
repair_reason,low_compatibility_junction,500,0.01953118295155915,0.015580249771798513,0.01933338443812216,0.6933605344532935,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,0
all_repair_edges,all_repair_edges,500,0.019362339604920748,0.01600423090903779,0.019178876773066296,0.6922554315492297,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
planner_usage_group,not_planner_used,445,0.019748820066888387,0.01641677547013387,0.01954388300258225,0.6874695673732059,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
planner_usage_group,planner_used,55,0.016263468991689328,0.01424716796544898,0.016377075528038156,0.7309774235188788,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
support_group,high_support,241,0.017556355060583353,0.014352423331497157,0.018865912818823397,0.7237158915169408,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
support_group,low_support,259,0.021069172056627856,0.01801169916676978,0.019870225617241017,0.6629814128147962,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
bottleneck_group,high_bottleneck,193,0.021029537979054984,0.015791724629094395,0.020757925410855752,0.6767561881496154,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
bottleneck_group,low_bottleneck,307,0.018327151071961582,0.016355608709191664,0.017531558205205272,0.7019992555756976,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
horizon_group,long_horizon,233,0.022938384528231548,0.020102230782592385,0.020973044675116723,0.6427960564567122,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
horizon_group,short_horizon,267,0.016194208551189127,0.012181791463209427,0.01804465154648444,0.7354166090644233,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
compatibility_group,unknown,500,0.019362339604920748,0.01600423090903779,0.019178876773066296,0.6922554315492297,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
repair_reason,low_compatibility_junction,500,0.019362339604920748,0.01600423090903779,0.019178876773066296,0.6922554315492297,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s02,1
