dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,unique_failed_edges,prior_penalized_edges,failure_reason
antmaze-large-stitch-v0,state_outcome_w2p0_3ep_corebot100k_H10_B120,0,0,1,120,0.0,0.0,44.40545654296875,43.25107955932617,0,398,163,0,8,8,7,6,0,max_steps_without_success
antmaze-large-stitch-v0,state_outcome_w2p0_3ep_corebot100k_H10_B120,1,1,1,120,0.0,0.0,43.47280502319336,40.97431564331055,1,379,166,1,8,8,7,7,0,max_steps_without_success
antmaze-large-stitch-v0,state_outcome_w2p0_3ep_corebot100k_H10_B120,2,2,1,120,0.0,0.0,43.69382858276367,38.390926361083984,0,399,116,3,6,6,5,5,0,max_steps_without_success
