episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,1,0,20,14,0,1,0,14.855306625366211,0.06735612452030182
0,bank,2,0,21,14,0,1,0,13.59829044342041,0.09793959558010101
0,bank,0,0,1,14,0,1,0,11.896017074584961,0.03923908621072769
0,bank,1,0,20,14,0,1,1,14.819666862487793,0.06735612452030182
0,bank,5,1,3,20,0,1,2,8.880924224853516,0.037892282009124756
0,bank,15,2,23,15,0,1,2,10.239985466003418,0.092484250664711
0,bank,12,2,4,20,0,1,22,15.057412147521973,0.0823717713356018
0,bank,123,22,23,9,0,1,2,10.553563117980957,0.4857388138771057
1,bank,5,1,3,20,0,1,2,9.570107460021973,0.037892282009124756
1,bank,15,2,23,15,0,1,1,14.561528205871582,0.092484250664711
1,graph,0,1,3,20,0,1,2,10.144397735595703,0.037892282009124756
1,bank,12,2,4,20,0,1,22,14.047945022583008,0.03261202201247215
1,bank,123,22,23,11,0,1,21,11.626798629760742,0.4696210026741028
1,bank,117,21,41,14,0,1,20,13.157062530517578,0.06465958058834076
1,bank,109,20,40,1,1,0,40,18.402790069580078,0.05294928699731827
1,bank,227,40,60,14,0,1,40,10.906624794006348,0.0373665988445282
1,bank,228,40,61,5,0,1,60,9.901114463806152,0.03340858221054077
2,bank,1,0,20,14,0,1,0,14.422606468200684,0.06735612452030182
2,bank,2,0,21,14,0,1,0,13.318536758422852,0.09793959558010101
2,bank,0,0,1,13,1,0,1,9.49478816986084,0.03923908621072769
2,bank,5,1,3,17,1,0,3,4.847259521484375,0.037892282009124756
2,bank,18,3,4,9,1,0,4,11.923648834228516,0.09976588934659958
2,bank,32,4,26,20,0,1,5,13.429171562194824,0.2119767963886261
2,bank,40,5,26,16,0,1,27,9.734491348266602,0.09327129274606705
2,bank,163,27,47,14,0,1,28,9.337623596191406,0.018597528338432312
2,bank,169,28,27,3,0,1,28,9.996162414550781,0.0069359587505459785
