dataset,phase2_run,sampling_mode,baseline_sampling_mode,num_seeds,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,rare_edge_mean_mse,rare_edge_mean_mse_baseline,rare_edge_mean_mse_delta_vs_baseline,rare_edge_mean_mse_ratio_vs_baseline,bottleneck_edge_val_mse,bottleneck_edge_val_mse_baseline,bottleneck_edge_val_mse_delta_vs_baseline,bottleneck_edge_val_mse_ratio_vs_baseline,low_support_edge_val_mse,low_support_edge_val_mse_baseline,low_support_edge_val_mse_delta_vs_baseline,low_support_edge_val_mse_ratio_vs_baseline,long_horizon_edge_val_mse,long_horizon_edge_val_mse_baseline,long_horizon_edge_val_mse_delta_vs_baseline,long_horizon_edge_val_mse_ratio_vs_baseline,selection_rule
scene-play-v0,core_plus_bottleneck_budget192_H5,uniform_transition,uniform_transition,2,0.00804584543220695,0.00804584543220695,0.0,1.0,0.009620023017721635,0.009620023017721635,0.0,1.0,0.00927511587593955,0.00927511587593955,0.0,1.0,0.01031299851042975,0.01031299851042975,0.0,1.0,0.0092719546667956,0.0092719546667956,0.0,1.0,lowest rare_edge_mean_mse with final_val_action_mse <= 1.050x baseline when available
