step,train_action_mse,train_weighted_action_mse
1,0.22757558524608612,0.22890017926692963
1000,0.019579177722334862,0.020053241401910782
2000,0.014549723826348782,0.014877844601869583
3000,0.013306418433785439,0.01349733304232359
