group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.014888706386252495,0.0102287755170118,0.013299391352231998,0.7595759305899665,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
planner_usage_group,not_planner_used,443,0.014827066148497884,0.01023537406338105,0.01328372086420938,0.7587823060990118,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
planner_usage_group,planner_used,57,0.015364525765410912,0.00974925698964,0.013396344753979524,0.7657439244407211,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
support_group,high_support,243,0.012747131306976706,0.0092461457530421,0.012525181889527807,0.7887982304501043,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
support_group,low_support,257,0.016937536088079335,0.011341925012042151,0.017996626855635165,0.7319455069868013,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
bottleneck_group,high_bottleneck,221,0.018629803021860136,0.0129832581137269,0.013954312870061554,0.7100014713772569,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
bottleneck_group,low_bottleneck,279,0.01196555561004294,0.0090960307654644,0.01273508299845988,0.7988445882459122,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
horizon_group,long_horizon,245,0.015123553788258923,0.0110505436299979,0.013937666639599973,0.7529894551674838,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
horizon_group,short_horizon,255,0.014660382523190695,0.0091207658593868,0.012792449559598582,0.7659041128586265,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
compatibility_group,unknown,500,0.014888706386252495,0.0102287755170118,0.013299391352231998,0.7595759305899665,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
repair_reason,low_compatibility_junction,500,0.014888706386252495,0.0102287755170118,0.013299391352231998,0.7595759305899665,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,0
