method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_pair_penalty_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_pair_termination_bridge_coverage,mean_min_pair_termination_bridge_coverage,mean_pair_bridge_matches_per_first_segment,mean_pair_strict_compatible_rate,mean_pair_incompatible_fraction,mean_low_pair_coverage_fraction,mean_missing_pair_fraction,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_high_pair_risk_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,num_pair_compatibility_edges,coverage_delta_vs_support,num_common_reachable_with_support,base_cost_delta_common_vs_support,min_pair_coverage_delta_common_vs_support,pair_incompatible_delta_common_vs_support,min_proxy_delta_common_vs_support
support_shortest_path,500,283,0.566,5.646643109540636,50.55063453182929,50.55063453182929,31.599640118831555,0.2774885165213061,0.10492855452564266,0.13706627230241988,0.026980577364727247,0.5244934028180179,0.5295123442150399,0.31009240273320243,0.04297249099177845,7.027367352461593,0.8391755634638197,0.16082443653618028,0.2613412980850703,0.0,0.3270803270803271,0.3270803270803271,0.7295119471276055,0.0034330658459270367,0.001943115268794703,120,582,3191,0.0,283.0,0.0,0.0,0.0,0.0
calibrated_edge_penalized,500,283,0.566,6.787985865724382,169.69767946204564,55.47807524429424,31.967712019983267,0.3638884572094094,0.25461091126600705,0.1796455269029277,0.07929222972496777,0.6425995231741628,0.3924464327727367,0.4370000616334167,0.09817933513523208,12.94260669341646,0.9501448136679455,0.04985518633205466,0.0970322184734996,0.0,0.036641618822469885,0.036641618822469885,0.5844791329666775,0.004567456251278567,0.0025851802382236685,120,582,3191,0.0,283.0,4.92744071246495,0.05520684414345363,-0.11096925020412562,0.1496823567403644
compat_penalized,500,283,0.566,5.908127208480566,79.3724615352396,52.0222466818775,27.350214853362104,0.29761022534614195,0.11685073402547824,0.14438955541253423,0.030152790287688677,0.5558862996077377,0.49614702221995277,0.43029425874097105,0.07019721595507995,11.366752755898375,0.8953409283480458,0.10465907165195422,0.18184090523948174,0.0,0.26765988148966874,0.26765988148966874,0.5850433670718368,0.003732058833348736,0.0021123452996753846,120,582,3191,0.0,283.0,1.471612150048209,0.0272247249633015,-0.05616536488422606,0.01192217949983558
calibrated_compat_penalized,500,283,0.566,6.8021201413427566,200.07362294200774,55.51073441091786,29.400738163150056,0.36377644717305496,0.24710409110849757,0.18092538571137662,0.08009281547992625,0.6314900008298943,0.3923993267323237,0.4833630332215691,0.11307781049591503,14.7865822001799,0.9668145614764831,0.03318543852351682,0.07500744609285534,0.0,0.04790427263831519,0.04790427263831519,0.5193930920799248,0.004487300991052718,0.002539812360935838,120,582,3191,0.0,283.0,4.960099879088574,0.07010531950413658,-0.12763899801266346,0.14217553658285492
compat_threshold,500,272,0.544,6.169117647058823,52.79297678323901,52.79297678323901,30.27432560510895,0.3175074954853934,0.14783579718341272,0.14753709550581048,0.034910594132493894,0.5884287018510581,0.46323637779081656,0.4098994243966472,0.11465729225448132,10.394039434941785,1.0,0.0,0.0,0.0,0.21771217712177118,0.21771217712177118,0.6417592592592591,0.003633904227505037,0.0019768438997627403,120,582,3191,-0.02199999999999991,272.0,3.1558787410121596,0.069934070148223,-0.16030864197530864,0.041453639162365705
calibrated_compat_threshold,500,272,0.544,6.966911764705882,169.33454541365103,56.023667894744385,30.676111409927124,0.36968565787415875,0.2607927936231217,0.1799323918182939,0.07817426927863631,0.625120427827076,0.3811650375338139,0.48078141032519367,0.14568066310451566,14.424621696597212,1.0,0.0,0.0,0.0,0.04316318163181632,0.04316318163181632,0.5386801881246326,0.004360920151450418,0.002372340562389028,120,582,3191,-0.02199999999999991,272.0,6.386569852517532,0.10095744099825735,-0.16030864197530864,0.1544106356020747
