condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.0,0.0,0.0,35.13301160175338
after,0.1,175 22 429 120 266 171 3,0.0,0.0,0.0,36.23860949382612
