step,train_action_mse,train_weighted_action_mse
1,0.1996571272611618,0.20091384649276733
1000,0.01200858037918806,0.012106305919587612
2000,0.01074250042438507,0.011035862378776073
3000,0.007967178709805012,0.00802906509488821
