condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,11.357897198022918,1.0,13.028165055421185
after,0.1,371 259 175 410 429 271 171,0.0,0.0,0.0,13.931128262578898
