group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
planner_usage_group,not_planner_used,445,0.019433195012846075,0.015512795983651606,0.019300119735347683,0.6940605288808381,0.0,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
planner_usage_group,planner_used,55,0.017650869314605817,0.01286094461904903,0.016866846632943806,0.7200072047855651,1.2545454545454546,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
support_group,high_support,241,0.017522033774793392,0.014357438477489076,0.018867632827873147,0.7200874595619545,0.14522821576763487,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
support_group,low_support,259,0.020841987136789166,0.016452629534233848,0.01934238908214812,0.6753523315086795,0.13127413127413126,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
bottleneck_group,high_bottleneck,193,0.022120766667007054,0.015868449148838507,0.020902182968715294,0.6705737306273996,0.13989637305699482,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
bottleneck_group,low_bottleneck,307,0.01744408871319314,0.015140573906525696,0.017066982533804988,0.713474272326029,0.13680781758957655,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
horizon_group,long_horizon,233,0.02181910727932271,0.01957088606220416,0.021002065231959646,0.6578995141311472,0.12875536480686695,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
horizon_group,short_horizon,267,0.01694671033036596,0.012194137808637952,0.01778229037280831,0.7309615910959616,0.14606741573033707,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
compatibility_group,unknown,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
repair_reason,low_compatibility_junction,500,0.019235558090662176,0.015296359097941175,0.019016108098835104,0.6969146632303581,0.138,scene-play-v0,core_plus_bottleneck_budget192_H25,planner_relevant_repair_s04,0
