step,train_action_mse,train_weighted_action_mse
1,0.1981436014175415,0.20017977058887482
1000,0.02285759150981903,0.022987404838204384
2000,0.019740428775548935,0.01982709765434265
3000,0.01751728169620037,0.017847418785095215
