dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,direct_gcbc_corebot_H10_B120,2,0.0,100.0,0.0,29.777932167053223,False,
