step,train_action_mse,train_weighted_action_mse
1,0.20590713620185852,0.20840033888816833
1000,0.017433183267712593,0.018037108704447746
2000,0.011174147017300129,0.011393144726753235
3000,0.007863657549023628,0.008004967123270035
