episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,5,1,3,20,0,1,2,5.296449184417725,0.037892282009124756
0,bank,15,2,23,15,0,1,1,14.237017631530762,0.092484250664711
0,graph,0,1,3,20,0,1,2,7.548782825469971,0.037892282009124756
0,bank,12,2,4,20,0,1,2,15.070670127868652,0.0823717713356018
0,bank,14,2,22,10,0,1,2,8.472630500793457,0.022053662687540054
0,bank,11,2,3,8,1,0,3,4.430431365966797,0.098394975066185
0,bank,18,3,4,14,0,1,3,11.953797340393066,0.021555712446570396
0,bank,23,3,24,13,0,1,22,10.549701690673828,0.2856288552284241
1,bank,1,0,20,14,0,1,0,14.470733642578125,0.06735612452030182
1,bank,2,0,21,14,0,1,0,13.294046401977539,0.09793959558010101
1,bank,0,0,1,11,1,0,1,7.967166900634766,0.03923908621072769
1,bank,5,1,3,20,0,1,2,16.67413902282715,0.037892282009124756
1,bank,15,2,23,15,0,1,2,8.078523635864258,0.092484250664711
1,bank,12,2,4,20,0,1,1,15.848978996276855,0.0823717713356018
1,graph,0,1,3,15,1,0,3,10.757662773132324,0.037892282009124756
1,bank,18,3,4,11,0,1,24,9.936230659484863,0.015023327432572842
2,bank,109,20,40,14,0,1,20,14.070868492126465,0.05294928699731827
2,bank,110,20,41,14,0,1,20,8.814617156982422,0.053104791790246964
2,bank,109,20,40,14,0,1,20,14.030257225036621,0.05294928699731827
2,bank,110,20,41,14,0,1,20,9.957080841064453,0.053104791790246964
2,bank,108,20,21,12,0,1,20,7.2801923751831055,0.03261657804250717
2,bank,106,20,1,16,1,0,1,7.150345325469971,0.06689700484275818
2,bank,5,1,3,14,1,0,3,9.60963249206543,0.037892282009124756
2,bank,18,3,4,8,1,0,4,11.146574974060059,0.015023327432572842
2,bank,32,4,26,14,0,1,3,12.787956237792969,0.30572134256362915
