segment_source,segment_edge_id,planner_edge_id,src,dst,edge_static_risk_penalty,edge_state_risk_penalty,edge_failure_count,edge_failure_cost,base_planning_cost,edge_planning_cost_before_state_outcome,selected_init_distance,predicted_failure_prob,state_conditioned_outcome_penalty,state_conditioned_outcome_model_fitted,episode_id,replan_index,current_cluster
graph,0,0,1,3,3.869096217594607,0.15803013970713942,0,0.0,10.174077655955696,14.201204013257442,3.085299015045166,0.7290252420708297,0.7290252420708297,True,0,0,1
bank,3,3,1,0,0.26752576355130486,0.008002802164544132,0,0.0,7.04,7.315528565715849,0.10037949681282043,0.5463720519144415,0.5463720519144415,True,0,0,1
bank,4,4,1,2,6.176279058275583,0.12809570710178686,0,0.0,7.057831493196624,13.362206258573993,2.215937852859497,0.704449734418829,0.704449734418829,True,0,0,1
bank,5,5,1,3,0.6898993604294632,0.15803013970713942,0,0.0,10.174077655955696,11.022007156092299,3.085299015045166,0.6963316088172883,0.6963316088172883,True,0,0,1
bank,6,6,1,20,0.6926654687400513,0.24530225867486002,0,0.0,9.174077655955696,10.112045383370607,12.262147903442383,0.9144831363974647,0.9144831363974647,True,0,0,1
bank,7,7,1,21,3.605162013332945,0.029565770538435232,0,0.0,7.08304547985374,10.71777326372512,0.3883205056190491,0.6007515448872578,0.6007515448872578,True,0,0,1
bank,8,8,1,22,0.6564217978800241,0.24323166682049083,0,0.0,6.258198889747161,7.157852354447677,11.135479927062988,0.8908521222734332,0.8908521222734332,True,0,0,1
bank,9,9,2,0,0.7866260635863283,0.15315199201275126,0,0.0,10.25,11.18977805559908,1.6312657594680786,0.6435353957427307,0.6435353957427307,True,0,1,2
bank,10,10,2,1,0.37175506729789487,0.14839164304852026,0,0.0,7.072739296745331,7.592886007091746,1.548727035522461,0.6153209789661732,0.6153209789661732,True,0,1,2
bank,11,11,2,3,6.156739000712761,0.15803013970713942,0,0.0,7.052631578947368,13.36740071936727,1.7201672792434692,0.6880773139009941,0.6880773139009941,True,0,1,2
bank,12,12,2,4,6.527592381143653,0.1613958295092745,0,0.0,10.147441956154896,16.836430166807823,1.7842985391616821,0.7118318336200244,0.7118318336200244,True,0,1,2
bank,13,13,2,21,0.47683812719187046,0.21909678776140276,0,0.0,8.100503781525921,8.796438696479195,3.5961830615997314,0.7035628559780854,0.7035628559780854,True,0,1,2
bank,14,14,2,22,0.46752177847356113,0.17133256147227613,0,0.0,5.138675049056308,5.777529389002145,1.988911747932434,0.623016919850976,0.623016919850976,True,0,1,2
bank,15,15,2,23,0.8055087713818384,0.15725409095481432,0,0.0,7.801511344577763,8.764274206914415,1.7057132720947266,0.6317246387681362,0.6317246387681362,True,0,1,2
graph,0,0,1,3,3.869096217594607,0.15803013970713942,0,0.0,10.174077655955696,14.201204013257442,2.371995687484741,0.7046532469593312,0.7046532469593312,True,0,2,1
bank,3,3,1,0,0.26752576355130486,0.027483809747086002,0,0.0,7.04,7.335009573298391,0.2762451171875,0.5548567736088893,0.5548567736088893,True,0,2,1
bank,4,4,1,2,6.176279058275583,0.11732833141735657,0,0.0,7.057831493196624,13.351438882889562,1.5028573274612427,0.6782858539030056,0.6782858539030056,True,0,2,1
bank,5,5,1,3,0.6898993604294632,0.15803013970713942,1,10.0,10.174077655955696,21.0220071560923,2.371995687484741,0.6386009430506041,0.6386009430506041,True,0,2,1
bank,6,6,1,20,0.6926654687400513,0.24843502200392573,0,0.0,9.174077655955696,10.115178146699673,12.034531593322754,0.9114980046297172,0.9114980046297172,True,0,2,1
bank,7,7,1,21,3.605162013332945,0.05442662147974947,0,0.0,7.08304547985374,10.742634114666433,0.5823848843574524,0.6099838162098825,0.6099838162098825,True,0,2,1
bank,8,8,1,22,0.6564217978800241,0.2469122323973788,0,0.0,6.258198889747161,7.161532920024564,10.422578811645508,0.8787129896151457,0.8787129896151457,True,0,2,1
bank,9,9,2,0,0.7866260635863283,0.15328789691341121,0,0.0,10.25,11.18991396049974,1.7441850900650024,0.6478932067546517,0.6478932067546517,True,0,3,2
bank,10,10,2,1,0.37175506729789487,0.1490388181877726,0,0.0,7.072739296745331,7.593533182230998,1.6652191877365112,0.6199906186178967,0.6199906186178967,True,0,3,2
bank,11,11,2,3,6.156739000712761,0.15803013970713942,0,0.0,7.052631578947368,13.36740071936727,1.836521029472351,0.6922673652603751,0.6922673652603751,True,0,3,2
bank,12,12,2,4,6.527592381143653,0.16116268102489742,0,0.0,10.147441956154896,16.836197018323446,1.900164008140564,0.7158064659648906,0.7158064659648906,True,0,3,2
bank,13,13,2,21,0.47683812719187046,0.21602914715724786,0,0.0,8.100503781525921,8.793371055875038,3.665618896484375,0.7058431046472596,0.7058431046472596,True,0,3,2
