segment_source,segment_edge_id,planner_edge_id,src,dst,edge_static_risk_penalty,edge_state_risk_penalty,edge_failure_count,edge_failure_cost,base_planning_cost,edge_planning_cost_before_state_outcome,selected_init_distance,predicted_failure_prob,state_conditioned_outcome_penalty,state_conditioned_outcome_model_fitted,episode_id,replan_index,current_cluster
bank,14,14,2,22,0.46752177847356113,0.17052637495979808,0,0.0,5.138675049056308,5.776723202489666,2.1047186851501465,0.6275412070413445,0.6275412070413445,True,0,3,2
bank,15,15,2,23,0.8055087713818384,0.15729534643454635,1,10.0,7.801511344577763,18.764315462394148,1.8219064474105835,0.6031804648230233,0.6031804648230233,True,0,3,2
bank,9,9,2,0,0.7866260635863283,0.15146843221617898,0,0.0,10.25,11.188094495802508,2.2178006172180176,0.6657702771466747,0.6657702771466747,True,0,4,2
bank,10,10,2,1,0.37175506729789487,0.15146843221617898,0,0.0,7.072739296745331,7.595962796259404,2.2178006172180176,0.6417921699031174,0.6417921699031174,True,0,4,2
bank,11,11,2,3,6.156739000712761,0.13778029401815484,0,0.0,7.052631578947368,13.347150873678284,1.9079519510269165,0.6937930151955969,0.6937930151955969,True,0,4,2
bank,12,12,2,4,6.527592381143653,0.1593188671973006,1,10.0,10.147441956154896,26.834353204495848,2.4155688285827637,0.7046718740188488,0.7046718740188488,True,0,4,2
bank,13,13,2,21,0.47683812719187046,0.2081910054998292,0,0.0,8.100503781525921,8.78553291421762,4.259768962860107,0.7258085451725258,0.7258085451725258,True,0,4,2
bank,14,14,2,22,0.46752177847356113,0.1688472912537054,0,0.0,5.138675049056308,5.7750441187835735,2.6800055503845215,0.6498008150939847,0.6498008150939847,True,0,4,2
bank,15,15,2,23,0.8055087713818384,0.15803013970713942,1,10.0,7.801511344577763,18.765050255666743,2.381955623626709,0.6255630348583178,0.6255630348583178,True,0,4,2
bank,9,9,2,0,0.7866260635863283,0.15431472131921622,0,0.0,10.25,11.190940784905546,2.1296944618225098,0.6626131385043358,0.6626131385043358,True,0,5,2
bank,10,10,2,1,0.37175506729789487,0.15132411319080938,0,0.0,7.072739296745331,7.595818477234035,2.061447858810425,0.6357083923777987,0.6357083923777987,True,0,5,2
bank,11,11,2,3,6.156739000712761,0.1362083229779636,0,0.0,7.052631578947368,13.345578902638094,1.7453880310058594,0.6878652454320883,0.6878652454320883,True,0,5,2
bank,12,12,2,4,6.527592381143653,0.16114424920889797,1,10.0,10.147441956154896,26.836178586507447,2.2939019203186035,0.7004818257284576,0.7004818257284576,True,0,5,2
bank,13,13,2,21,0.47683812719187046,0.20737461669735874,0,0.0,8.100503781525921,8.784716525415151,3.9228100776672363,0.7143318436854897,0.7143318436854897,True,0,5,2
bank,14,14,2,22,0.46752177847356113,0.16900878425943083,1,10.0,5.138675049056308,15.7752056117893,2.4994070529937744,0.6100023947226938,0.6100023947226938,True,0,5,2
bank,15,15,2,23,0.8055087713818384,0.15803013970713942,1,10.0,7.801511344577763,18.765050255666743,2.2175159454345703,0.6190541356832255,0.6190541356832255,True,0,5,2
graph,1,1,3,1,0.6849460533457964,0.1584965233332419,0,0.0,10.196116135138183,11.039558711817222,3.355616807937622,0.7059650405917196,0.7059650405917196,True,0,6,3
graph,2,2,3,4,3.6656915957983633,0.07024746354484729,0,0.0,7.031388241028718,10.767327300371928,1.101351022720337,0.6318350027668916,0.6318350027668916,True,0,6,3
graph,3,3,3,5,0.6661822985686708,0.14429697868879582,0,0.0,10.154303349962092,10.96478262721956,2.873995780944824,0.6876783740635761,0.6876783740635761,True,0,6,3
bank,16,16,3,1,0.7215878278962533,0.1584965233332419,0,0.0,10.196116135138183,11.076200486367679,3.355616807937622,0.7063471907970972,0.7063471907970972,True,0,6,3
bank,17,17,3,2,0.3349511762200845,0.16026641422384996,0,0.0,7.065372045046061,7.560589635489995,3.4208266735076904,0.6869321451993027,0.6869321451993027,True,0,6,3
bank,18,18,3,4,0.16802205855964336,0.02313495033118157,1,10.0,7.031388241028718,17.22254524991954,0.3242008686065674,0.5204009326048769,0.5204009326048769,True,0,6,3
bank,19,19,3,5,0.6583599758849227,0.14429697868879582,0,0.0,10.154303349962092,10.95696030453581,2.873995780944824,0.6875939248796161,0.6875939248796161,True,0,6,3
bank,20,20,3,21,0.948284373346322,0.16334368597090798,0,0.0,10.5,11.61162805931723,3.5373294353485107,0.7168740748140158,0.7168740748140158,True,0,6,3
bank,21,21,3,22,0.5666783337249806,0.15803013970713942,0,0.0,8.134839972492648,8.85954844592477,3.3386433124542236,0.6924790293823785,0.6924790293823785,True,0,6,3
bank,22,22,3,23,0.457811744756634,0.15803013970713942,0,0.0,5.122169444356305,5.738011328820078,3.3386433124542236,0.6738300107291142,0.6738300107291142,True,0,6,3
bank,23,23,3,24,0.8277852954529725,0.17533784494553467,0,0.0,8.316227766016837,9.319350906415345,4.0347089767456055,0.7213350891067981,0.7213350891067981,True,0,6,3
bank,0,0,0,1,3.4721401959444593,0.005414909594578049,0,0.0,7.043314808182421,10.520869913721459,0.27813681960105896,0.5930280018281292,0.5930280018281292,True,1,0,0
bank,1,1,0,20,6.408050820010326,0.15803013970713942,0,0.0,7.137360563948689,13.703441523666154,12.70167350769043,0.9343452076098159,0.9343452076098159,True,1,0,0
bank,2,2,0,21,0.6384726189327998,0.15803013970713942,0,0.0,7.182574185835056,7.979076944474994,12.70167350769043,0.9142490369900197,0.9142490369900197,True,1,0,0
bank,0,0,0,1,3.4721401959444593,0.006922432376089249,0,0.0,7.043314808182421,10.522377436502971,0.35640808939933777,0.5962924541026265,0.5962924541026265,True,1,1,0
bank,1,1,0,20,6.408050820010326,0.15803013970713942,1,10.0,7.137360563948689,23.703441523666154,12.692452430725098,0.9250770437635834,0.9250770437635834,True,1,1,0
bank,2,2,0,21,0.6384726189327998,0.15803013970713942,0,0.0,7.182574185835056,7.979076944474994,12.692452430725098,0.9141272135802584,0.9141272135802584,True,1,1,0
bank,0,0,0,1,3.4721401959444593,0.0070677584497560175,0,0.0,7.043314808182421,10.522522762576637,0.36457496881484985,0.5966318929027842,0.5966318929027842,True,1,2,0
bank,1,1,0,20,6.408050820010326,0.15803013970713942,1,10.0,7.137360563948689,23.703441523666154,12.71254825592041,0.9253112724687853,0.9253112724687853,True,1,2,0
bank,2,2,0,21,0.6384726189327998,0.15803013970713942,1,10.0,7.182574185835056,17.979076944474993,12.71254825592041,0.9027377654090073,0.9027377654090073,True,1,2,0
bank,9,9,2,0,0.7866260635863283,0.15260608295762462,0,0.0,10.25,11.189232146543954,2.254906177520752,0.667219950180447,0.667219950180447,True,1,3,2
bank,10,10,2,1,0.37175506729789487,0.15165499903284635,0,0.0,7.072739296745331,7.596149363076072,2.231661081314087,0.6423389033824018,0.6423389033824018,True,1,3,2
bank,11,11,2,3,6.156739000712761,0.1309473306159453,0,0.0,7.052631578947368,13.340317910276076,1.774592638015747,0.6886497067371188,0.6886497067371188,True,1,3,2
bank,12,12,2,4,6.527592381143653,0.1598251650581573,0,0.0,10.147441956154896,16.834859502356707,2.439120054244995,0.7338410412440546,0.7338410412440546,True,1,3,2
bank,13,13,2,21,0.47683812719187046,0.20616902476830118,0,0.0,8.100503781525921,8.783510933486092,4.164712429046631,0.7225139687600387,0.7225139687600387,True,1,3,2
bank,14,14,2,22,0.46752177847356113,0.16838182814380126,0,0.0,5.138675049056308,5.77457865567367,2.677596092224121,0.6496830562685822,0.6496830562685822,True,1,3,2
bank,15,15,2,23,0.8055087713818384,0.15803013970713942,0,0.0,7.801511344577763,8.765050255666742,2.3919730186462402,0.6582221268489888,0.6582221268489888,True,1,3,2
bank,9,9,2,0,0.7866260635863283,0.15508284577037246,0,0.0,10.25,11.191708909356702,1.3225263357162476,0.6316287897398734,0.6316287897398734,True,1,4,2
bank,10,10,2,1,0.37175506729789487,0.14583544409083474,0,0.0,7.072739296745331,7.590329808134061,1.1955697536468506,0.6010031186612746,0.6010031186612746,True,1,4,2
bank,11,11,2,3,6.156739000712761,0.15803013970713942,0,0.0,7.052631578947368,13.36740071936727,1.3656022548675537,0.6751198277905409,0.6751198277905409,True,1,4,2
bank,12,12,2,4,6.527592381143653,0.16354588002621667,0,0.0,10.147441956154896,16.838580217324765,1.4500607252120972,0.700257535796411,0.700257535796411,True,1,4,2
bank,13,13,2,21,0.47683812719187046,0.2283103860974313,0,0.0,8.100503781525921,8.805652294815223,3.338388681411743,0.6948976939360887,0.6948976939360887,True,1,4,2
bank,14,14,2,22,0.46752177847356113,0.1743185421473905,0,0.0,5.138675049056308,5.780515369677259,1.6317960023880005,0.6089612819221152,0.6089612819221152,True,1,4,2
bank,15,15,2,23,0.8055087713818384,0.1569834611793654,1,10.0,7.801511344577763,18.764003577138965,1.3501485586166382,0.5839989884875271,0.5839989884875271,True,1,4,2
graph,0,0,1,3,3.869096217594607,0.15803013970713942,0,0.0,10.174077655955696,14.201204013257442,2.3045449256896973,0.7022836917487238,0.7022836917487238,True,1,5,1
bank,3,3,1,0,0.26752576355130486,0.05358854321007328,0,0.0,7.04,7.361114306761378,0.5559695959091187,0.5679973359419058,0.5679973359419058,True,1,5,1
bank,4,4,1,2,6.176279058275583,0.11618163523241568,0,0.0,7.057831493196624,13.350292186704621,1.440288782119751,0.6759219376154392,0.6759219376154392,True,1,5,1
bank,5,5,1,3,0.6898993604294632,0.15803013970713942,1,10.0,10.174077655955696,21.0220071560923,2.3045449256896973,0.6359752179499771,0.6359752179499771,True,1,5,1
bank,6,6,1,20,0.6926654687400513,0.24878223921575726,0,0.0,9.174077655955696,10.115525363911503,12.270427703857422,0.9146573136653119,0.9146573136653119,True,1,5,1
bank,7,7,1,21,3.605162013332945,0.05459387465116472,0,0.0,7.08304547985374,10.74280136783785,0.5677956938743591,0.6094086911189538,0.6094086911189538,True,1,5,1
bank,8,8,1,22,0.6564217978800241,0.24718360481010415,0,0.0,6.258198889747161,7.1618042924372896,10.33819580078125,0.8771972873648303,0.8771972873648303,True,1,5,1
bank,105,105,20,0,0.5714360524315383,0.17130718271501588,0,0.0,6.169030850945704,6.911774086092259,10.932881355285645,0.8850797757400841,0.8850797757400841,True,2,0,20
bank,106,106,20,1,0.41656835168972595,0.034792317324117916,0,0.0,8.07905694150421,8.530417610518054,1.4173892736434937,0.6105375131223821,0.6105375131223821,True,2,0,20
bank,107,107,20,2,0.8693569188103836,0.22164614747842984,0,0.0,10.353553390593271,11.444556456882085,20.5877628326416,0.9782586522366911,0.9782586522366911,True,2,0,20
bank,108,108,20,21,0.35031748617762326,0.025178778484762132,0,0.0,6.068680281974345,6.44417654663673,1.004044771194458,0.5794389594538445,0.5794389594538445,True,2,0,20
bank,109,109,20,40,0.5980501112864994,0.17842916669796022,0,0.0,7.185695338177052,7.962174616161511,11.830131530761719,0.9022806237931719,0.9022806237931719,True,2,0,20
bank,110,110,20,41,0.6500687099617347,0.1425129955424495,0,0.0,7.258198889747161,8.050780595251346,7.983626842498779,0.82792304876775,0.82792304876775,True,2,0,20
bank,105,105,20,0,0.5714360524315383,0.17127013506097374,0,0.0,6.169030850945704,6.911737038438217,10.970285415649414,0.8857180369912083,0.8857180369912083,True,2,1,20
bank,106,106,20,1,0.41656835168972595,0.03366507245163272,0,0.0,8.07905694150421,8.529290365645569,1.373216152191162,0.6087027573070887,0.6087027573070887,True,2,1,20
bank,107,107,20,2,0.8693569188103836,0.22146539368256163,0,0.0,10.353553390593271,11.444375703086218,20.606279373168945,0.9783239571446173,0.9783239571446173,True,2,1,20
bank,108,108,20,21,0.35031748617762326,0.024093278473103885,0,0.0,6.068680281974345,6.443091046625072,0.9621585607528687,0.5776554759248553,0.5776554759248553,True,2,1,20
bank,109,109,20,40,0.5980501112864994,0.1782401480515159,1,10.0,7.185695338177052,17.961985597515067,11.850399017333984,0.8895082415982581,0.8895082415982581,True,2,1,20
bank,110,110,20,41,0.6500687099617347,0.1425635753492135,0,0.0,7.258198889747161,8.050831175058109,8.018672943115234,0.8287639942711945,0.8287639942711945,True,2,1,20
bank,105,105,20,0,0.5714360524315383,0.1713842349766751,0,0.0,6.169030850945704,6.911851138353918,10.876447677612305,0.8841114446887445,0.8841114446887445,True,2,2,20
bank,106,106,20,1,0.41656835168972595,0.03459877167414549,0,0.0,8.07905694150421,8.530224064868081,1.4004275798797607,0.609847026330953,0.609847026330953,True,2,2,20
bank,107,107,20,2,0.8693569188103836,0.22184255330269226,0,0.0,10.353553390593271,11.444752862706348,20.529499053955078,0.9780499899553997,0.9780499899553997,True,2,2,20
bank,108,108,20,21,0.35031748617762326,0.02486327231316715,0,0.0,6.068680281974345,6.443861040465135,0.9848318099975586,0.5786318102343363,0.5786318102343363,True,2,2,20
bank,109,109,20,40,0.5980501112864994,0.1785252353313134,1,10.0,7.185695338177052,17.962270684794866,11.771728515625,0.8882061569256715,0.8882061569256715,True,2,2,20
bank,110,110,20,41,0.6500687099617347,0.14240764623000604,1,10.0,7.258198889747161,18.050675245938905,7.926481246948242,0.8054737580577217,0.8054737580577217,True,2,2,20
bank,105,105,20,0,0.5714360524315383,0.17133390150443317,0,0.0,6.169030850945704,6.911800804881676,10.91901683807373,0.884842722823631,0.884842722823631,True,2,3,20
bank,106,106,20,1,0.41656835168972595,0.03399861852660219,0,0.0,8.07905694150421,8.529623911720538,1.380411982536316,0.6090104156620165,0.6090104156620165,True,2,3,20
bank,107,107,20,2,0.8693569188103836,0.22166493333648737,0,0.0,10.353553390593271,11.444575242740143,20.561874389648438,0.9781658265860182,0.9781658265860182,True,2,3,20
bank,108,108,20,21,0.35031748617762326,0.024321188336510785,0,0.0,6.068680281974345,6.443318956488478,0.9665229320526123,0.5778481218308247,0.5778481218308247,True,2,3,20
bank,109,109,20,40,0.5980501112864994,0.1783798114494466,2,20.0,7.185695338177052,27.962125260912998,11.80514907836914,0.8740965024963011,0.8740965024963011,True,2,3,20
bank,110,110,20,41,0.6500687099617347,0.14247648778762095,1,10.0,7.258198889747161,18.05074408749652,7.967953681945801,0.8065683482315421,0.8065683482315421,True,2,3,20
bank,105,105,20,0,0.5714360524315383,0.17162532778905332,0,0.0,6.169030850945704,6.912092231166296,10.694385528564453,0.8809388509880197,0.8809388509880197,True,2,4,20
bank,106,106,20,1,0.41656835168972595,0.03556607127356262,0,0.0,8.07905694150421,8.531191364467498,1.4148352146148682,0.6104793751987148,0.6104793751987148,True,2,4,20
bank,107,107,20,2,0.8693569188103836,0.22253128015310303,0,0.0,10.353553390593271,11.445441589556758,20.3607177734375,0.9774350510220339,0.9774350510220339,True,2,4,20
bank,108,108,20,21,0.35031748617762326,0.02565610119325276,0,0.0,6.068680281974345,6.44465386934522,0.9983071088790894,0.579231380311105,0.579231380311105,True,2,4,20
bank,109,109,20,40,0.5980501112864994,0.17896578111618777,2,20.0,7.185695338177052,27.96271123057974,11.601034164428711,0.8702804590924625,0.8702804590924625,True,2,4,20
bank,110,110,20,41,0.6500687099617347,0.14207667523607342,2,20.0,7.258198889747161,28.05034427494497,7.744844436645508,0.7772529530247653,0.7772529530247653,True,2,4,20
bank,105,105,20,0,0.5714360524315383,0.17137099794481697,0,0.0,6.169030850945704,6.91183790132206,10.887666702270508,0.8843045630720254,0.8843045630720254,True,2,5,20
bank,106,106,20,1,0.41656835168972595,0.034431714171572564,0,0.0,8.07905694150421,8.530057007365508,1.3947789669036865,0.609611123185876,0.609611123185876,True,2,5,20
bank,107,107,20,2,0.8693569188103836,0.22179547748813686,0,0.0,10.353553390593271,11.444705786891792,20.53794288635254,0.9780802553040886,0.9780802553040886,True,2,5,20
bank,108,108,20,21,0.35031748617762326,0.024709692709555142,1,10.0,6.068680281974345,16.443707460861525,0.9795724749565125,0.5438299678845065,0.5438299678845065,True,2,5,20
bank,109,109,20,40,0.5980501112864994,0.17848622897730307,2,20.0,7.185695338177052,27.962231678440855,11.780450820922852,0.8736408567970626,0.8736408567970626,True,2,5,20
bank,110,110,20,41,0.6500687099617347,0.14242575918295364,2,20.0,7.258198889747161,28.05069335889185,7.937397003173828,0.7828309077665917,0.7828309077665917,True,2,5,20
