dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,5,density,80,strict_selected,210,8,0.0380952380952381,5.125,21.047897551154087,24.426753569814675,500,210.0,8.0,0.42,0.016,,,
antmaze-large-stitch-v0,5,density,80,virtual_query,500,9,0.018,5.555555555555555,24.156277892251573,34.35542607859273,500,,,,,0.03,0.0,0.006722222222222222
