step,train_action_mse,train_weighted_action_mse
1,0.22757558524608612,0.2285936027765274
1000,0.01940619759261608,0.019756536930799484
2000,0.014678478240966797,0.014869137667119503
3000,0.013220803812146187,0.01338403020054102
