group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.014953892236266303,0.010369094139896333,0.013548277465147402,0.7583814009664036,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
planner_usage_group,not_planner_used,443,0.014842896821186155,0.010423088034593474,0.013501248268594855,0.7577055765560123,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
planner_usage_group,planner_used,57,0.0158106989491657,0.009995727622871138,0.013839247381377286,0.7636338608576898,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
support_group,high_support,243,0.012974550549507493,0.009464923185349881,0.012823682551810186,0.7857389503272717,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
support_group,low_support,257,0.016847514401157608,0.01163048020264666,0.017944494660200417,0.7325141461232482,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
bottleneck_group,high_bottleneck,221,0.01858463044300331,0.013190516926001775,0.01423226681258141,0.7101185146544886,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
bottleneck_group,low_bottleneck,279,0.012116971343547066,0.009178475688465616,0.012958923027798464,0.7966111424536194,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
horizon_group,long_horizon,245,0.015106503933640231,0.011266980198949264,0.014128703978993844,0.7528872789135082,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
horizon_group,short_horizon,255,0.014805519752708317,0.009288519599036836,0.013087281303703282,0.7636600672525188,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
compatibility_group,unknown,500,0.014953892236266303,0.010369094139896333,0.013548277465147402,0.7583814009664036,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
repair_reason,low_compatibility_junction,500,0.014953892236266303,0.010369094139896333,0.013548277465147402,0.7583814009664036,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s01,0
