condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.75,67.49433577974439,0.75,83.8926487908846
after,0.1,332 207 206 146,0.65625,67.32580235353993,0.65625,89.46850731901247
