candidate_type,num_edges,unsupported_edge_rate,supported_edge_rate,reverse_supported_rate,bidirectional_supported_rate
raw_state_kNN,2620,0.16793893129770993,0.8320610687022901,0.8270992366412214,0.7652671755725191
PCA_state_kNN,2620,0.35076335877862597,0.649236641221374,0.6469465648854962,0.6087786259541985
random_edges,2620,0.9122137404580153,0.08778625954198473,0.08473282442748091,0.0717557251908397
support_graph,5897,0.0,1.0,0.8380532474139393,0.8380532474139393
