baseline,num_edges,unsupported_edge_rate,path_coverage_strict,mean_path_cost_strict
kNN_same_nodes,527,0.476280834914611,0.5294117647058824,4.333333333333333
random_same_edge_budget,1089,0.9100091827364555,1.0,2.235294117647059
