condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,16.845216705571964,1.0,18.346751357896853
after,0.1,298 359 97 166 468 90 259 174 112 80 1 441 61,0.8823529411764706,21.638414334609084,0.8823529411764706,21.24058541280203
