condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.934640522875817,82.0570595180743,0.934640522875817,102.53248890231292
after,0.1,332 207 206 146 86 232 231 126,0.8235294117647058,86.34822291102003,0.8235294117647058,112.38196977132509
