dataset_name,H,node_selection,support_baseline,support_unit,cost_type,node_budget,num_selected_nodes,num_option_edges,num_edge_segments,mean_option_median_h,mean_option_cost,median_option_cost,mean_num_segments_per_edge,mean_num_unique_starts_per_edge,mean_num_unique_episodes_per_edge,all_num_queries,strict_num_queries,strict_query_selection_rate,strict_num_reachable,strict_path_coverage,strict_coverage_over_all,strict_mean_path_cost,virtual_num_queries,virtual_num_reachable,virtual_path_coverage,virtual_mean_path_cost,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio,cluster_compatible_rate,strict_compatible_rate,mean_compatibility_support_rate,mean_num_bridge_segments,median_num_bridge_segments,lcb_compatible_rate,bottleneck_removal_delta_coverage,bottleneck_removal_delta_cost,graph_reachable_pair_ratio_sampled
antmaze-large-navigate-v0,10,core_plus_bottleneck,support_core_plus_bottleneck,segments,default,80,80,444,462062,8.077702702702704,8.197767113490912,8.041536125324807,1040.6801801801803,223.1216216216216,31.984234234234233,100,14,0.14,8,0.5714285714285714,0.08,56.430544442553,100,33,0.33,66.08642113587723,0.64,0.0,0.13620310245310244,1.0,0.6108936725375081,4.726954064432103,4993.573385518591,61.0,0.5936358119598086,0.14285714285714285,5.28977453836675,0.7158
