condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.23129251700680273,32.97062316468875,0.23129251700680273,31.514610931928907
after,0.1,54 207 55 166 252 206 187 56,0.061224489795918366,32.41763657709009,0.061224489795918366,13.086067811583694
