candidate_type,unsupported_edge_rate
raw_state_kNN,0.13192307692307692
xy_state_kNN,0.1580769230769231
PCA_state_kNN,0.28384615384615386
random_edges,0.9015384615384615
grid_adjacent_edges,0.05218446601941747
