candidate_type,num_edges,unsupported_edge_rate,supported_edge_rate,reverse_supported_rate,bidirectional_supported_rate
raw_state_kNN,2600,0.13192307692307692,0.8680769230769231,0.87,0.8057692307692308
xy_state_kNN,2600,0.1580769230769231,0.8419230769230769,0.8419230769230769,0.7707692307692308
PCA_state_kNN,2600,0.28384615384615386,0.7161538461538461,0.725,0.6711538461538461
random_edges,2600,0.9015384615384615,0.09846153846153846,0.0973076923076923,0.08307692307692308
support_graph,6294,0.0,1.0,0.8436606291706387,0.8436606291706387
grid_adjacent_edges,824,0.05218446601941747,0.9478155339805825,0.9478155339805825,0.9174757281553398
