method,num_paths,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_num_scc_edges,mean_num_unsupported_scc_edges,mean_same_traj_support
hybrid_w0p05_forward,4590,24.347712418300652,143.4221010724796,0.6689635577957487,0.009195140833280446,0.19389978213507625,0.1840958605664488,7.946935432965329
hybrid_w0p10_forward,4590,24.304357298474944,144.24852619120546,0.6378612640605518,0.009205572957614632,0.19389978213507625,0.1840958605664488,8.867985210127804
hybrid_w0p25_forward,4590,24.283006535947713,146.4501206331081,0.5549640574530056,0.00926179374681485,0.19389978213507625,0.1840958605664488,11.030751649641562
original,4590,24.117864923747277,142.57486564131344,0.6936879768605592,0.00922818605053675,0.19389978213507625,0.1840958605664488,6.925731260119877
