dataset,phase2_run,method,group_type,group_value,num_edges,num_seed_edge_rows,num_planner_used_edges,planner_usage_rate,baseline_mean_edge_action_mse,candidate_mean_edge_action_mse,mean_edge_action_mse_delta,median_edge_action_mse_delta,mean_edge_action_mse_ratio,fraction_edges_improved,sample_weighted_baseline_mse,sample_weighted_candidate_mse,sample_weighted_mse_delta,mean_policy_support_delta,mean_candidate_path_usage_count
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_bottleneck_s03,all,all_repair_edges,500,1000,89,0.178,0.015524838935114266,0.015677323182020766,0.00015248424690649933,0.00018453196768684985,1.0283171422860928,0.381,0.012266413309341192,0.012496349199161275,0.00022993588982008276,-0.0025391931550822005,0.31
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_bottleneck_s03,all,all_repair_edges,500,1000,89,0.178,0.015524838935114266,0.015314218008671339,-0.0002106209264429246,2.006114578298815e-06,1.0004691115991238,0.497,0.012266413309341192,0.012249997998196984,-1.6415311144208147e-05,0.001903108546993499,0.31
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_s03,all,all_repair_edges,500,1000,89,0.178,0.015524838935114266,0.015547359022433465,2.2520087319198897e-05,6.247152934999844e-05,1.0246403606684984,0.456,0.012266413309341192,0.012250601216275182,-1.5812093066010224e-05,-0.0016573596892802567,0.31
