episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,1,0,20,14,0,1,0,15.315998077392578,0.06735612452030182
0,bank,2,0,21,14,0,1,0,14.11247730255127,0.09793959558010101
0,bank,0,0,1,14,0,1,0,9.68976879119873,0.03923908621072769
0,bank,1,0,20,14,0,1,0,15.082559585571289,0.06735612452030182
0,bank,2,0,21,14,0,1,0,13.677064895629883,0.09793959558010101
0,bank,0,0,1,4,1,0,1,12.492879867553711,0.03923908621072769
0,bank,5,1,3,20,0,1,22,10.268874168395996,0.037892282009124756
0,bank,123,22,23,1,1,0,23,12.958612442016602,0.4857388138771057
0,bank,126,23,4,14,0,1,23,10.742420196533203,0.3552308976650238
0,bank,125,23,3,4,1,0,3,12.334110260009766,0.019983407109975815
0,bank,18,3,4,6,1,0,4,13.125789642333984,0.09976588934659958
0,bank,32,4,26,1,0,1,4,9.364058494567871,0.30572134256362915
1,bank,5,1,3,20,0,1,2,7.68325662612915,0.037892282009124756
1,bank,15,2,23,15,0,1,2,13.127546310424805,0.092484250664711
1,bank,12,2,4,20,0,1,3,14.63924503326416,0.0823717713356018
1,bank,18,3,4,14,0,1,3,9.782486915588379,0.09976588934659958
1,bank,23,3,24,8,1,0,24,16.10090446472168,0.2856288552284241
1,bank,133,24,25,14,0,1,23,8.408232688903809,0.0597553588449955
1,bank,126,23,4,14,0,1,23,12.253859519958496,0.3552308976650238
1,bank,125,23,3,12,0,1,23,9.017821311950684,0.019983407109975815
1,bank,126,23,4,3,0,1,23,11.86349868774414,0.3552308976650238
2,bank,5,1,3,20,0,1,2,4.112112522125244,0.037892282009124756
2,bank,15,2,23,15,0,1,1,17.398107528686523,0.092484250664711
2,graph,0,1,3,20,0,1,22,4.049285888671875,0.037892282009124756
2,bank,123,22,23,11,0,1,22,5.4794745445251465,0.4857388138771057
2,bank,121,22,3,16,0,1,22,22.296907424926758,0.028081025928258896
2,bank,120,22,2,10,0,1,22,8.519819259643555,0.0545751117169857
2,bank,123,22,23,11,0,1,21,10.882753372192383,0.4857388138771057
2,bank,117,21,41,14,0,1,21,12.489373207092285,0.06465958058834076
