method,num_paths,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_num_scc_edges,mean_num_unsupported_scc_edges,mean_same_traj_support
binary_p0p25_forward,9660,25.698033126293996,163.4785052710315,0.502051359548878,0.001801059794555124,0.042443064182194616,0.03571428571428571,14.734855600655495
binary_p0p5_forward,9660,26.0203933747412,165.9042717896263,0.36639934317226064,0.0017791010861435749,0.042443064182194616,0.03571428571428571,17.368540361173856
hybrid_w0p25_forward,9660,25.610766045548655,164.06517393678166,0.523100877265497,0.0018133344694898895,0.042443064182194616,0.03571428571428571,14.83969761134086
hybrid_w0p5_forward,9660,25.888923395445136,167.3094348812573,0.435326174172163,0.001792581193485886,0.042443064182194616,0.03571428571428571,17.30724049633839
invsqrt_w0p5_forward,9660,25.708385093167703,167.90606386177788,0.46275957846688937,0.0018041022802283962,0.042443064182194616,0.03571428571428571,16.39239903447046
original,9660,25.409316770186336,160.0751839666016,0.6701622778479862,0.0018093138769499767,0.042443064182194616,0.03571428571428571,9.598381574524213
