method,query_id,src,dst,reachable,path_length,planning_path_cost,base_path_cost,mean_edge_proxy_score,min_edge_proxy_score,mean_heldout_support_lcb,min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,uncertified_edge_fraction,low_proxy_edge_fraction,low_support_lcb_edge_fraction,high_ood_edge_fraction,high_incompat_edge_fraction,bottleneck_edge_fraction,proxy_path_success,path_nodes,path_edge_ids
proxy_threshold,25,327,98,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,26,327,507,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,27,390,300,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,28,39,36,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,29,147,395,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,30,184,40,True,6,19.613273710035866,19.613273710035866,0.3279811796578875,0.2752742678655397,0.29297555399994935,0.1517610069469123,0.7165278557401953,0.2720692251444084,0.6869658119658119,0.12779218622227814,0.6666666666666666,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0012143827903168295,184 315 100 271 1 303 40,806 1264 400 1108 9 1221
proxy_threshold,31,39,208,True,8,25.207666269432252,25.207666269432252,0.3397429222340539,0.2551819981470632,0.22038901944042322,0.0368599420012716,0.7361778854475294,0.19712585001089333,0.5482471776589424,0.1571873019724899,0.75,0.0,0.0,0.0,0.625,0.75,0.00015457675261629006,39 169 141 248 463 58 389 296 208,233 709 546 995 1756 291 1550 1200
proxy_threshold,32,432,48,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,33,97,400,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,34,401,301,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,35,67,256,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,36,443,446,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,37,257,214,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,38,246,495,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,39,471,261,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,40,494,45,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,41,117,182,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,42,453,511,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,43,152,51,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,44,441,326,False,0,,,,,,,,,,,,,,,,,0.0,,
proxy_threshold,45,423,254,False,0,,,,,,,,,,,,,,,,,0.0,,
