method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,mean_uncertified_edge_fraction,mean_low_proxy_edge_fraction,mean_low_support_lcb_edge_fraction,mean_high_ood_edge_fraction,mean_high_incompat_edge_fraction,mean_bottleneck_edge_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,coverage_delta_vs_support,num_common_reachable_with_support,base_cost_delta_common_vs_support,min_proxy_delta_common_vs_support,uncertified_fraction_delta_common_vs_support
support_shortest_path,100,16,0.16,3.25,10.7958664251808,10.7958664251808,0.17018287962800338,0.06462537690805154,0.1238831853261526,0.025363488956451692,0.4346534626363684,0.46180974273794784,0.7489469876188626,0.09392930061274607,0.984375,0.5739583333333333,0.325,0.46770833333333334,0.9166666666666666,0.5666666666666667,0.0054721342251768945,0.0008755414760283031,191,1897,0.0,16.0,0.0,0.0,0.0
certified_only,100,1,0.01,5.0,14.884098363401845,14.884098363401845,0.3851977700492532,0.3512551504765849,0.3575117439042767,0.2340305766419091,0.8163828159814258,0.30018777804267127,0.49176788124156545,0.18690118188935298,0.0,0.0,0.0,0.2,0.6,0.8,0.008353789375138969,8.353789375138969e-05,135,209,-0.15,1.0,5.382139033477589,0.044393466537332116,-1.0
proxy_threshold,100,13,0.13,4.615384615384615,16.74996004260435,16.74996004260435,0.31396307781347677,0.27455924290851186,0.21485869814459116,0.09283421569604798,0.7513292173941478,0.2543633534986278,0.5943435276586027,0.12875989827439763,0.8217948717948717,0.0,0.0,0.09487179487179488,0.6608974358974359,0.4282051282051282,0.012865140728675792,0.0016724682947278529,183,793,-0.03,13.0,5.9425116702948095,0.19502031748321766,-0.15897435897435908
proxy_penalized,100,16,0.16,3.375,49.301394449275804,11.33821238283456,0.2282505462834559,0.10430482196278629,0.1498304023066261,0.03382003854806641,0.5559429708263108,0.35594534079147616,0.6530844416000666,0.10278008365283427,0.8552083333333333,0.4041666666666666,0.23854166666666665,0.26979166666666665,0.7593749999999999,0.4604166666666667,0.012941498139056477,0.0020706397022490363,191,1897,0.0,16.0,0.5423459576537599,0.03967944505473475,-0.12916666666666665
