baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,648,0.004629629629629629,0.9838187702265372,5.220394736842105,309,304
kNN_geometry_same_nodes,585,0.003418803418803419,0.9805825242718447,5.874587458745874,309,303
grid_adjacent_same_nodes,246,0.0,0.4368932038834951,10.925925925925926,309,135
random_same_edge_budget,1157,0.9239412273120138,1.0,2.4045307443365695,309,309
