dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,edge_progress_guard_w0p5_3ep_corebot100k_H10_B120,3,0.0,77.33333333333333,0.0,42.818948109944664,False,
