segment_source,segment_edge_id,edge_src,edge_dst,attempts,completed,timeouts,success_rate,failure_excess,mean_attempt_steps,mean_final_subgoal_l2,mean_selected_policy_action_mse
bank,5,1,3,5,0,5,0.0,5,5.4,11.406741523742676,0.037892282009124756
bank,6,1,20,2,0,2,0.0,2,5.5,15.396392345428467,0.034240320324897766
bank,7,1,21,2,1,1,0.5,0,7.0,10.628923892974854,0.04302719235420227
bank,8,1,22,4,0,4,0.0,4,7.75,12.402474403381348,0.03656944539397955
bank,11,2,3,2,0,2,0.0,2,5.5,14.691471099853516,0.054161541163921356
bank,12,2,4,3,0,3,0.0,3,6.0,14.596622149149576,0.04919860512018204
bank,14,2,22,3,1,2,0.3333333333333333,1,5.333333333333333,10.965007464090982,0.038130526741345726
bank,15,2,23,3,0,3,0.0,3,5.666666666666667,9.098370869954428,0.09617982308069865
bank,114,21,20,2,0,2,0.0,2,5.0,15.001606464385986,0.035140685737133026
bank,117,21,41,2,0,2,0.0,2,7.0,10.170006275177002,0.045249005779623985
bank,121,22,3,2,0,2,0.0,2,6.0,6.8973692655563354,0.3043484687805176
bank,123,22,23,4,0,4,0.0,4,7.5,19.00883197784424,0.251780491322279
graph,0,1,3,4,0,4,0.0,4,5.25,7.775946378707886,0.037892282009124756
