edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score,transfer_edge_policy_support_score,transfer_edge_proxy_score
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.006671833106293725,122,0.021166183068572122,0.8750828931125081,0.2505158290517718,0.0
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.007759116934156171,148,0.02195071694638608,0.856259034103866,0.2505158290517718,0.0
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.008516758943412018,77,0.02913007614843644,0.843382085363397,0.2505158290517718,0.0
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.020498506753938273,62,0.05613716453113506,0.6636700702947292,0.2505158290517718,0.0
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.006834480344152809,79,0.025064841613928836,0.8722409216973276,0.2505158290517718,0.0
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.007260538567176187,38,0.0343530141975174,0.8648399904126115,0.2505158290517718,0.0
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.012780781507899519,64,0.04047855055184363,0.7744395828117487,0.2505158290517718,0.0
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.011024941823561675,50,0.04012938014811779,0.8021185721491199,0.2505158290517718,0.0
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.011713130403864746,34,0.048092326850495526,0.7911540251756217,0.2505158290517718,0.0
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.006563498688462589,35,0.03340394607753667,0.8769809805675354,0.2505158290517718,0.0
1907,6527,474,232,4.241920594305127,low_compatibility_junction,0.03026643899785405,37,0.08632421615537303,0.5458949178242232,0.2505158290517718,0.0
1908,4617,331,474,4.239544040550339,low_compatibility_junction,0.03352743244977319,32,0.0969700700493818,0.5114279063914497,0.2505158290517718,0.0
1909,6538,474,428,4.232700753707026,low_compatibility_junction,0.022276686504483223,3,0.19117322177151463,0.6404823400928799,0.2505158290517718,0.0
1910,3936,284,474,4.226482518504053,low_compatibility_junction,0.04067882476374507,19,0.1313696741867924,0.44326987522281786,0.2505158290517718,0.0
1911,1940,145,474,4.211165895846417,low_compatibility_junction,0.04213058368768543,20,0.13208858786035824,0.43058450741910115,0.2505158290517718,0.0
1912,6537,474,424,4.207776750890882,low_compatibility_junction,0.01498978663964764,23,0.06502662713476179,0.7409695610069927,0.2505158290517718,0.0
1913,5553,404,421,3.8966203680592577,low_compatibility_junction,0.02131627847565392,345,0.03672271562005129,0.6529037419611309,0.0076195940568684,0.0
1914,2976,219,404,3.879667084679372,low_compatibility_junction,0.0071195656483546005,261,0.017356326726664595,0.8672818114566787,0.0076195940568684,0.0
1915,5899,427,404,3.860640914244901,low_compatibility_junction,0.007098433232267186,199,0.01880449426276059,0.8676484441316583,0.0076195940568684,0.0
