edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score
1897,5685,412,474,4.373011274488849,low_compatibility_junction,0.0058735080017898135,122,0.01947307053684524,0.8891670440633503
1898,6539,474,471,4.340259815042824,low_compatibility_junction,0.007983036685284271,148,0.022377957366558954,0.8524329416788282
1899,3138,232,474,4.328017198354368,low_compatibility_junction,0.007363966285922359,77,0.026531516273322207,0.8630528708810422
1900,5850,424,474,4.306025846475144,low_compatibility_junction,0.02296387715708284,62,0.06068484558927036,0.6317398854931916
1901,5901,427,474,4.300755448270508,low_compatibility_junction,0.00676383783774085,79,0.02489973811744178,0.873474138365427
1902,17,0,474,4.286955866564938,low_compatibility_junction,0.005865911948843093,38,0.03021776659704706,0.889302137523765
1903,5303,384,474,4.28689769530779,low_compatibility_junction,0.012888511738310626,64,0.040702769181070006,0.7727727680260661
1904,2507,181,474,4.270670867119457,low_compatibility_junction,0.010577339230803774,50,0.039084849255025735,0.8093314159074085
1905,5916,428,474,4.260910015694648,low_compatibility_junction,0.009264168751542456,34,0.04161756237112572,0.8308688030163206
1906,5875,425,474,4.245534110639627,low_compatibility_junction,0.004496905856233622,35,0.026713574976067998,0.9139877437108057
1907,6527,474,232,4.241920594305127,low_compatibility_junction,0.030861363902757247,37,0.08746740301540398,0.539438077709344
1908,4617,331,474,4.239544040550339,low_compatibility_junction,0.030882235871104058,32,0.0917707603755297,0.5392129420132042
1909,6538,474,428,4.232700753707026,low_compatibility_junction,0.014471993471185366,3,0.1506038047411278,0.7486828102862603
1910,3936,284,474,4.226482518504053,low_compatibility_junction,0.033113259371403775,19,0.11493717081709844,0.5156818943472214
1911,1940,145,474,4.211165895846417,low_compatibility_junction,0.04507250982569531,20,0.13811834631137346,0.40598048115300717
1912,6537,474,424,4.207776750890882,low_compatibility_junction,0.013967740815132856,23,0.06226864237995396,0.7562715181402917
1913,5553,404,421,3.8966203680592577,low_compatibility_junction,0.018645997490207462,345,0.0330551797436422,0.6887203628372744
1914,2976,219,404,3.879667084679372,low_compatibility_junction,0.0063319379052100885,261,0.015985867813241145,0.8810518879716414
1915,5899,427,404,3.860640914244901,low_compatibility_junction,0.007417733660675632,199,0.01938417871299625,0.8621252879646
1916,5547,404,345,3.8449903533175154,low_compatibility_junction,0.016202991806729246,124,0.03860788278427192,0.7232069671757243
1917,307,18,404,3.840811816864981,low_compatibility_junction,0.006923970907646258,103,0.022993941285641643,0.8706811713114208
1918,5539,404,242,3.8196285216251056,low_compatibility_junction,0.038186509253219106,133,0.07139775994534281,0.4659251942679474
1919,15,0,404,3.815493959042113,low_compatibility_junction,0.004913594084791839,85,0.019815651990896552,0.9064024360189908
1920,5557,404,482,3.805389081624957,low_compatibility_junction,0.02153744042581634,117,0.04813000270770968,0.6500221703025684
1921,2054,153,404,3.803042043979397,low_compatibility_junction,0.003443363546726427,28,0.025178806459417804,0.9334505678778023
1922,5146,372,404,3.80148468256158,low_compatibility_junction,0.008447493307889914,53,0.0331921860079913,0.8445512429234476
1923,5533,404,119,3.801153387823113,low_compatibility_junction,0.021797708161242414,26,0.07854887747221476,0.646647365486038
1924,5528,404,18,3.800118053987093,low_compatibility_junction,0.012584705501322405,69,0.039054651448793304,0.7774825258079059
1925,5542,404,308,3.791789249460494,low_compatibility_junction,0.021531052841579145,66,0.056932151222974736,0.6501052170345124
1926,936,69,404,3.78616630121764,low_compatibility_junction,0.006064863481487219,39,0.030506725191645365,0.8857706077509581
1927,895,66,404,3.7813373003775688,low_compatibility_junction,0.006584132177921089,73,0.025198312284047446,0.8766191516742399
1928,5554,404,425,3.7796651527554768,low_compatibility_junction,0.016905598717757726,58,0.05036801923384539,0.7131154327867664
1929,4661,334,404,3.778328314126648,low_compatibility_junction,0.004849092897281728,11,0.04600100136313043,0.9075724712130303
1930,2397,174,404,3.776860604790568,low_compatibility_junction,0.009309019498731487,82,0.0301924150811737,0.8301238354571627
1931,5795,421,404,3.758674734825908,low_compatibility_junction,0.005556508732843213,20,0.038225977620545144,0.8948222581667117
1932,5548,404,372,3.736942926877937,low_compatibility_junction,0.012418956601653586,33,0.05044154306338407,0.780064139904022
1933,5526,404,0,3.7329906575999474,low_compatibility_junction,0.03191756526326859,38,0.08872159558622066,0.5281624853218192
