step,train_action_mse,train_weighted_action_mse
1,0.21709942817687988,0.2192612588405609
1000,0.015497880056500435,0.01611124351620674
2000,0.009147393517196178,0.00932982750236988
3000,0.008259459398686886,0.008362870663404465
