edge_id,bank_edge_id,src,dst,repair_score,repair_reason,edge_action_mse,num_policy_eval_samples,edge_action_mse_ucb,direct_edge_policy_support_score
582,943,234,233,4.460883069347467,low_compatibility_junction,0.07074406682470867,1306,0.08516952095043327,0.2429544415640782
583,752,211,231,4.4213159674608455,low_compatibility_junction,0.07565568675536935,205,0.1133087167075866,0.22022319259417053
584,936,233,253,4.402279997790131,low_compatibility_junction,0.059878291740040085,597,0.07950753724198883,0.30192826141747214
585,1005,253,233,4.385194410514464,low_compatibility_junction,0.09512032888951184,460,0.1233050555374967,0.14920910348031258
586,933,233,234,4.383065754567198,low_compatibility_junction,0.06819639697307027,389,0.09414786832491903,0.2556546063418495
587,906,231,211,4.32543235901791,low_compatibility_junction,0.0643265968761765,26,0.16181763286637954,0.27622709668259643
588,912,231,251,4.302977421265303,low_compatibility_junction,0.09244089804846665,58,0.17068906140060275,0.15742313667173932
589,994,251,231,4.236221627501172,low_compatibility_junction,0.08614241021374862,12,0.25220582256907365,0.1785568565706882
590,926,233,211,4.094424173755554,low_compatibility_junction,0.09514408931136131,2,0.5226400153144787,0.1491382149002228
591,940,234,214,4.036131008399644,low_compatibility_junction,0.0747304297854296,72,0.13787537097715952,0.22433639377615297
592,775,214,234,4.0249684988686125,low_compatibility_junction,0.06350908434251323,80,0.1187332296969457,0.280780603000425
593,880,228,207,3.942475400990333,low_compatibility_junction,0.07929654355855688,189,0.11944346959970212,0.20475710189284793
594,719,207,228,3.7708829816634815,low_compatibility_junction,0.0695464817637747,11,0.22539307426705452,0.24884386303703154
595,698,205,225,3.766717897002016,low_compatibility_junction,0.09832414981014657,101,0.15947823647610143,0.13994819001284764
596,859,225,205,3.7509826855382697,low_compatibility_junction,0.09456297676538078,71,0.16609285149939101,0.15088164834122464
597,716,207,225,3.7184793175113584,low_compatibility_junction,0.03288242841760317,6,0.17798074968578345,0.5180681050927006
598,861,225,207,3.6940767947578688,low_compatibility_junction,0.0734282781680425,6,0.2902546577940588,0.23025553538840823
599,62,8,28,3.537516174527053,low_compatibility_junction,0.08176867837824349,106,0.13620598478522636,0.19487955701794432
600,726,208,228,3.502075048789352,low_compatibility_junction,0.08041604640870699,203,0.11942635727784569,0.20022352166384244
601,140,25,26,3.4935009873424208,low_compatibility_junction,0.08892153744634829,380,0.11890403138486846,0.16890299061065148
602,149,26,25,3.4869330766008666,low_compatibility_junction,0.069715937588652,278,0.10075436502697047,0.24800192970644813
603,166,28,8,3.4845309759571994,low_compatibility_junction,0.05815220401446159,37,0.1358552957025707,0.3125333547538271
604,707,206,225,3.458887984098197,low_compatibility_junction,0.06482326229583592,124,0.1096369486805169,0.2734968304824907
605,881,228,208,3.433957094531214,low_compatibility_junction,0.06800987566156047,70,0.1291030993144865,0.2566100880602034
606,860,225,206,3.423668817243619,low_compatibility_junction,0.08696289198600095,88,0.1485772208475702,0.1756507132371051
607,179,30,8,3.344725474792826,low_compatibility_junction,0.07020094431936741,16,0.2000287022568752,0.2456079075439307
608,151,26,45,3.3144922565484216,low_compatibility_junction,0.07834131098710574,13,0.23049406325323757,0.20870652096611197
609,168,28,26,3.3031213067361658,low_compatibility_junction,0.0676565437267224,18,0.18782063948761116,0.258429881175725
610,879,228,206,3.2904367095221567,low_compatibility_junction,0.05958129532103028,14,0.18744492359776388,0.30372703065768825
611,739,210,211,3.268332021806874,low_compatibility_junction,0.08446848368491422,1079,0.10181022477899714,0.18463586816568608
612,148,26,24,3.238144204930516,low_compatibility_junction,0.05605303921869823,7,0.2314437685153791,0.32593386562583876
613,154,26,66,3.2208355193803717,low_compatibility_junction,0.07537239417433739,2,0.4558658825943986,0.22147448600081696
614,134,24,26,3.2149277662467,low_compatibility_junction,0.08456640938917796,6,0.31725730532534835,0.18427461009721988
615,320,66,26,3.2031404269547314,low_compatibility_junction,0.05171937625855207,5,0.251060870100077,0.3554440147826767
616,753,211,232,3.202386859425884,low_compatibility_junction,0.07952648477389233,241,0.11513086605514315,0.20381762186325886
617,1004,253,232,3.168898774895476,low_compatibility_junction,0.08243349471091721,148,0.12869045279097985,0.19230552527548622
618,747,211,210,3.1442942288416496,low_compatibility_junction,0.062092052408119,221,0.09494527242916515,0.2888519377834385
619,84,11,30,3.127496854898879,low_compatibility_junction,0.06285558471178508,161,0.10158269289524459,0.28447449036445077
620,942,234,232,3.1244197993640235,low_compatibility_junction,0.06310914485354205,49,0.13344943882874305,0.28303551427605544
621,925,232,253,3.1018555309565845,low_compatibility_junction,0.053843713627839594,71,0.10781893098125103,0.3406586693822248
622,915,232,211,3.092709647810465,low_compatibility_junction,0.06551513810140583,52,0.13508565497379615,0.2697383774824483
623,801,217,237,3.0752982048729454,low_compatibility_junction,0.06418390767225488,220,0.09766177686925603,0.2770165150521707
624,748,211,212,3.0479415958897467,low_compatibility_junction,0.09272004860341204,648,0.11616532698230285,0.15654669043358257
625,923,232,251,3.023248127942754,low_compatibility_junction,0.10993079538457096,16,0.2723942804260888,0.11095662634401615
626,834,222,202,3.0216882892179253,low_compatibility_junction,0.06205458839734395,105,0.10970299383583501,0.289068449929633
627,922,232,234,3.0060582346239597,low_compatibility_junction,0.05502190627157688,5,0.2606293745857846,0.33272527635417304
628,673,202,222,2.9956343300591346,low_compatibility_junction,0.12447521563720058,37,0.23815851070801847,0.08295107417641374
629,965,237,217,2.9866990155136675,low_compatibility_junction,0.1253716468779465,59,0.21572197433707369,0.08147712788588501
630,783,215,234,2.97308550594528,low_compatibility_junction,0.06884047194640308,149,0.11096983146067252,0.2523825116551792
631,941,234,215,2.969363655936864,low_compatibility_junction,0.07308359304112745,141,0.11770635629252232,0.23184833238363042
632,755,212,211,2.967748517531984,low_compatibility_junction,0.06253663805499673,250,0.09353604119454609,0.2862949341890974
633,741,210,228,2.965379845227826,low_compatibility_junction,0.05730017333438522,19,0.1649360961877402,0.3179047508531623
634,794,217,197,2.9368052016134207,low_compatibility_junction,0.11499484007557233,39,0.22142456621450482,0.10026919081783316
635,883,228,210,2.919388335073408,low_compatibility_junction,0.101251437018315,6,0.3558647125459797,0.13199004969094114
636,169,28,27,2.889724551108743,low_compatibility_junction,0.0777524043927023,346,0.10713397015579203,0.21117922724094035
637,668,201,222,2.852854603211168,low_compatibility_junction,0.05157534657046199,20,0.15110721367469318,0.3564693807166608
638,646,197,217,2.8445346959162072,low_compatibility_junction,0.1529991853122528,13,0.36563134698254385,0.046888459202828366
639,968,237,236,2.839300998065715,low_compatibility_junction,0.0618976191877856,966,0.0775869521767798,0.28997737283409747
640,552,146,147,2.8383516299758,low_compatibility_junction,0.08138836283805007,295,0.11394400150603168,0.19636752329094204
641,837,222,220,2.82658870749245,low_compatibility_junction,0.05639254215818185,13,0.1854833241549169,0.32372825211352785
642,560,147,146,2.8259951274922352,low_compatibility_junction,0.08024348236309985,360,0.10950586634388862,0.20091574312056626
643,814,219,217,2.813593524516248,low_compatibility_junction,0.04737452529370785,5,0.23815920831009052,0.38771276656292647
644,551,146,145,2.7963443187406667,low_compatibility_junction,0.07140313745551011,374,0.0984850242159554,0.23977297301256065
645,952,235,234,2.7932036967263247,low_compatibility_junction,0.062260224137807615,1110,0.07693934079409284,0.28788203519972144
646,822,220,222,2.788888245465686,low_compatibility_junction,0.04801249007383982,3,0.29596731248285785,0.38279725071215287
647,976,239,217,2.7650980994433194,low_compatibility_junction,0.12151749059557915,4,0.4631392082424439,0.08800604163551119
648,161,27,28,2.75970406328402,low_compatibility_junction,0.06735218512458784,66,0.1299645271133074,0.260007785940038
649,543,145,146,2.7583722267618778,low_compatibility_junction,0.10096158379134028,235,0.14158722396529796,0.13275742664540094
650,938,234,212,2.7578730549974875,low_compatibility_junction,0.06308396061261495,15,0.1901910920908609,0.2831781108765612
651,39,5,25,2.752048822261973,low_compatibility_junction,0.09106603139389335,256,0.12803303875998417,0.1618119164392409
652,882,228,209,2.7437544951367965,low_compatibility_junction,0.08303423097268456,63,0.15419069859300022,0.19000885180610194
653,733,209,228,2.743493924802316,low_compatibility_junction,0.05384562529987939,92,0.1012629852368422,0.34064564507814094
654,963,237,215,2.741763736640957,low_compatibility_junction,0.05782083794474602,2,0.39108089484366115,0.31461149237897607
655,462,125,146,2.738442294296597,low_compatibility_junction,0.08983903943826228,151,0.13764699230170924,0.1658318777022089
656,1006,253,252,2.735622654205326,low_compatibility_junction,0.07196567015489563,496,0.09557468798105309,0.23709048840572067
657,547,146,125,2.7244311761749778,low_compatibility_junction,0.06666011306118559,132,0.11070567232001566,0.26363169061309466
658,961,236,237,2.7176287511527164,low_compatibility_junction,0.07510343348239637,157,0.11797172161953512,0.22266905466049497
659,731,209,211,2.703406234914501,low_compatibility_junction,0.06628958008399136,19,0.1820611452799821,0.26559263227852015
660,959,236,234,2.6888463370349385,low_compatibility_junction,0.05779195240874951,74,0.11256588144751709,0.31479329932159
661,159,27,25,2.677270438250108,low_compatibility_junction,0.10479140840470791,5,0.3885401262969747,0.12296836299781068
662,944,234,235,2.6759055809874277,low_compatibility_junction,0.07063193203926629,247,0.10377617758264622,0.2434999258966709
663,165,28,7,2.662398525325521,low_compatibility_junction,0.051193424024956025,94,0.09693374770045107,0.3592026803801465
664,1000,252,253,2.660305245477467,low_compatibility_junction,0.07177725590299815,160,0.11329077074131297,0.23798559840141106
665,189,31,30,2.6516523493532653,low_compatibility_junction,0.06884850018719832,375,0.09540603010844118,0.252341991156828
666,137,25,5,2.636051542896953,low_compatibility_junction,0.1157492013538585,17,0.2774792109233627,0.09876776159936622
667,38,5,24,2.616276035269641,low_compatibility_junction,0.0626924074376407,23,0.16502161879096378,0.2854044023822057
668,241,46,66,2.612535081255972,low_compatibility_junction,0.07459229165613136,869,0.09275134306352414,0.22495703892437072
669,995,251,252,2.611799558166916,low_compatibility_junction,0.18198749801066852,169,0.24630564090266788,0.02625890891688697
670,967,237,235,2.6105542716353574,low_compatibility_junction,0.05374310856515711,55,0.11501144917563844,0.3413447991677703
671,550,146,144,2.6086181287986454,low_compatibility_junction,0.07238567123810451,12,0.22461269321194854,0.23510726439049232
672,746,211,209,2.5994211375999527,low_compatibility_junction,0.08394845255783626,7,0.2985898063639948,0.18656621715277405
673,321,66,46,2.597238639045315,low_compatibility_junction,0.07628717408099962,762,0.095898382241083,0.21745931974107
674,893,229,228,2.596554522713184,low_compatibility_junction,0.06775693237706049,691,0.08716551923271043,0.2579115331728522
675,751,211,230,2.588651258946897,low_compatibility_junction,0.035378160030656566,74,0.0782337849687523,0.4928436966157468
676,811,218,237,2.587562304683346,low_compatibility_junction,0.05999012111253988,612,0.07939541523494409,0.301253727065906
677,815,219,218,2.5821541260116465,low_compatibility_junction,0.09029838501493323,530,0.11588177717621731,0.16431537158211562
678,999,252,251,2.566464719448693,low_compatibility_junction,0.14692872215938918,85,0.228417904339134,0.05294114558081096
679,196,32,30,2.563515819019041,low_compatibility_junction,0.09692039014771581,8,0.3126544193339643,0.1439329370300301
680,899,230,211,2.554965011159186,low_compatibility_junction,0.07862545452688051,46,0.15965786163910564,0.207523832489098
681,945,234,236,2.547284626863913,low_compatibility_junction,0.1016747650097717,11,0.29011182401249136,0.13087726541298345
