dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,25,bottleneck,120,strict_selected,237,237,1.0,3.109704641350211,69.30732200813254,68.95159338604742,500,237.0,237.0,0.474,0.474,,,
antmaze-large-stitch-v0,25,bottleneck,120,virtual_query,500,493,0.986,3.160243407707911,73.83662073887584,73.07235746052925,500,,,,,1.958,2.0,0.6324
