cluster,count,density,crossing,betweenness,removal_impact,normalized_crossing,normalized_betweenness,normalized_removal_impact,normalized_density,bottleneck_score
120,329.0,0.001645,273.0,0.000669650169318501,0.0,0.09753483386923902,0.008428135470230844,0.0,0.08331223094454293,0.08096930005610697
121,1012.0,0.00506,740.0,0.02461201912378241,0.0002832481569594522,0.2643801357627724,0.3097638750427767,0.02922110260823517,0.2562674094707521,0.5264848905725587
122,493.0,0.002465,422.0,0.011584976137778093,6.95858290794926e-05,0.15076813147552698,0.14580709866459507,0.007178774518564834,0.12484173208407194,0.26630148503346535
123,449.0,0.002245,402.0,0.014961201905972747,1.6363933889704747e-05,0.14362272240085744,0.18829986497179624,0.001688174060507271,0.11369967080273488,0.29950086019234046
124,537.0,0.002685,468.0,0.015456245944970325,3.593963123239428e-05,0.16720257234726688,0.1945304289521622,0.0037076875034857334,0.13598379336540897,0.3246455507932921
125,1536.0,0.00768,472.0,0.009585669072277828,0.0001470265525564696,0.16863165416220077,0.12064406344611002,0.015167893851477746,0.38895923018485695,0.18775584240433146
126,2068.0,0.01034,1698.0,0.01581240617980999,5.619047619046666e-05,0.6066452304394426,0.1990130182889092,0.005796852088969712,0.5236768802228413,0.6543520367504692
127,3095.0,0.015475,2020.0,0.05714167215900803,0.005165221622765252,0.721686316541622,0.719178126157658,0.5328665600274496,0.7837427196758673,1.7386081868239693
128,2.0,1e-05,2.0,0.0,0.0,0.0007145409074669524,0.0,0.0,0.0005064573309698659,0.0005626037081759927
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,515.0,0.002575,406.0,6.351525380736527e-05,0.0,0.14505180421579136,0.0007993952485061818,0.0,0.13041276272474045,0.1067273706468754
133,805.0,0.004025,637.0,0.0015364850169497925,0.0,0.22758127902822436,0.019338013285372005,0.0,0.203849075715371,0.18576456959898507
134,356.0,0.00178,334.0,0.0016346109449725025,3.343522142794176e-05,0.11932833154698107,0.020573014264105682,0.003449321776927967,0.09014940491263611,0.1163058461142239
135,423.0,0.002115,367.0,0.0059206246328866825,5.206706237633837e-06,0.13111825652018577,0.07451626052023175,0.0005371462919796387,0.10711572550012663,0.17403694568235917
136,1143.0,0.005715,425.0,0.005108844755320222,0.0,0.15183994283672742,0.0642992978528432,0.0,0.2894403646492783,0.12930713129478716
137,515.0,0.002575,436.0,0.0008729111784151401,0.0,0.15576991782779565,0.010986353774312991,0.0,0.13041276272474045,0.1276324427846865
138,1296.0,0.00648,552.0,0.0019743559075878934,0.0,0.19721329046087888,0.0248490029839549,0.0,0.32818435046847305,0.12360698830429186
139,548.0,0.00274,449.0,1.858697603309923e-05,0.0,0.16041443372633082,0.00023393341653048426,0.0,0.13876930868574322,0.11901757453713835
140,132.0,0.00066,119.0,0.0,0.0,0.042515183994283674,0.0,0.0,0.033426183844011144,0.03248732884108033
141,410.0,0.00205,339.0,0.0023256719089134437,3.679825723453282e-05,0.12111468381564845,0.029270623387702227,0.003796267068415368,0.1038237528488225,0.12303444841711932
142,309.0,0.001545,293.0,0.004138552176978091,0.0,0.10468024294390854,0.05208731363972861,0.0,0.07824765763484427,0.13329325929318386
143,302.0,0.00151,277.0,0.009472051281969398,6.557252271537286e-05,0.09896391568417291,0.11921408377549744,0.0067647445092503715,0.07647505697644974,0.20200022687598582
144,457.0,0.002285,282.0,0.012464663779795668,1.42857142857125e-05,0.1007502679528403,0.15687874018446116,0.0014737759548228738,0.11572550012661435,0.22438513405414004
145,1527.0,0.007635,514.0,0.015405673626704565,0.00013026245784864858,0.1836370132190068,0.19389393191398296,0.01343843747354433,0.38668017219549256,0.2749653309478864
146,3949.0,0.019745,2019.0,0.06912216709330252,0.00069872883232966,0.7213290460878885,0.869963176222542,0.07208388264203316,1.0,1.3633761049524638
147,2269.0,0.011345,1892.0,0.03496162348658153,0.005900993050465369,0.675955698463737,0.4400227350110112,0.608771916714768,0.5745758419853128,1.5523775975939225
148,9.0,4.5e-05,8.0,0.0,0.0,0.0028581636298678098,0.0,0.0,0.0022790579893643965,0.002174446233058491
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,191.0,0.000955,171.0,0.0,0.0,0.06109324758842444,0.0,0.0,0.04836667510762219,0.046583245056137784
153,424.0,0.00212,374.0,0.0015003934141036212,0.0,0.1336191496963201,0.018883768767768334,0.0,0.10736895416561155,0.12029223221440499
154,197.0,0.000985,192.0,0.0015743754567432366,0.0,0.06859592711682744,0.019814897745702643,0.0,0.04988604710053178,0.07344501073237054
155,171.0,0.000855,168.0,0.0036195270047150894,1.9069412662086827e-05,0.06002143622722401,0.04555492603689369,0.001967282929778735,0.04330210179792353,0.09455301465451939
156,183.0,0.000915,170.0,0.005108844755320222,0.0,0.06073597713469096,0.0642992978528432,0.0,0.04634084578374272,0.11113302125241135
157,475.0,0.002375,338.0,0.016277824392569088,6.883216172206134e-05,0.12075741336191496,0.20487071522854922,0.007101022940512627,0.12028361610534313,0.2966440666993739
158,1243.0,0.006215,929.0,0.016286075354512732,0.0002142184146385643,0.3319042515183994,0.20497456083063653,0.02209969640022423,0.3147632311977716,0.46454953938992877
159,816.0,0.00408,381.0,0.00382677859224236,1.6289297931256837e-05,0.13612004287245444,0.04816336927506668,0.0016804742928424718,0.20663459103570528,0.123973509129652
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,22.0,0.00011,12.0,3.099095032896213e-05,0.0,0.004287245444801715,0.00039004832626191304,0.0,0.0055710306406685246,0.0030059845788630705
166,2007.0,0.010035,1476.0,0.041184936297503597,0.00032533566077139317,0.5273311897106109,0.5183485920737418,0.03356303118639454,0.5082299316282604,0.926773833482269
167,3168.0,0.01584,1796.0,0.05846666783637712,0.0007312653552849185,0.6416577349053233,0.7358543603736543,0.07544049080498376,0.8022284122562675,1.212284062407081
168,7.0,3.5e-05,6.0,0.0,0.0,0.0021436227224008574,0.0,0.0,0.0017726006583945301,0.0016118425248824984
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,31.0,0.000155,24.0,0.0,0.0,0.00857449088960343,0.0,0.0,0.00785008863003292,0.0062194643005935545
178,1330.0,0.00665,844.0,0.02643015538602204,0.000193960634039619,0.30153626295105396,0.33264671659732953,0.02000981630408777,0.33679412509496076,0.5531545583239832
179,1041.0,0.005205,332.0,0.0044217553021365305,1.2796223692207451e-05,0.11861379063951412,0.05565167367992269,0.0013201136753078734,0.2636110407698152,0.09650226576380015
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,1.0,5e-06,1.0,0.0,0.0,0.0003572704537334762,0.0,0.0,0.00025322866548493293,0.00028130185408799637
186,1731.0,0.008655,1346.0,0.04668845773223055,0.0073333449275229555,0.48088603072525904,0.5876152425434985,0.7565395195824882,0.43833881995441887,1.6935391468649201
187,2736.0,0.01368,1908.0,0.050550813613491084,0.0003553343418530181,0.6816720257234726,0.6362263832449712,0.03665782462620983,0.6928336287667765,1.1467061449646208
188,40.0,0.0002,33.0,0.0004074710581802835,0.0,0.011789924973204717,0.005128381109851327,0.0,0.010129146619397317,0.013879562097236847
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,4.0,2e-05,1.0,0.0,0.0,0.0003572704537334762,0.0,0.0,0.0010129146619397317,5.3396055151556704e-05
198,1104.0,0.00552,808.0,0.02706259107496648,0.0036823003328243895,0.28867452661664883,0.34060647515015285,0.37988199822674706,0.2795644466953659,0.925293665984939
199,430.0,0.00215,370.0,0.021259543805692206,0.000263025377994022,0.1321900678813862,0.2675700290078768,0.02713483343170849,0.10888832615852115,0.39422843247341516
200,118.0,0.00059,99.0,0.0,0.0,0.03536977491961415,0.0,0.0,0.029880982527222086,0.026405480161447524
201,323.0,0.001615,268.0,0.0007113292603010714,0.0,0.09574848160057163,0.0089527034329847,0.0,0.08179285895163332,0.08016332734806633
202,1494.0,0.00747,500.0,0.0034697714364963603,3.727064220182848e-05,0.17863522686673813,0.04367012069494427,0.0038450003408507833,0.3783236262344898,0.11265326003218626
203,667.0,0.003335,626.0,0.03153328267775745,1.1467889908255736e-05,0.22365130403715613,0.39687405514985935,0.0011830770279541716,0.16890351987845023,0.5710373802514346
204,917.0,0.004585,714.0,0.023897937398595536,0.0,0.25509110396570206,0.3007765294219789,0.0,0.23221068624968347,0.4862044275127759
205,915.0,0.004575,799.0,0.04982678294792003,0.00043965410785153796,0.2854590925330475,0.6271138214722407,0.04535661568135461,0.23170422891871362,0.8884182610110288
206,2406.0,0.01203,2016.0,0.053876442184559344,0.0004953281521170813,0.7202572347266881,0.6780823393916833,0.05110019042359647,0.6092681691567486,1.2666593137949433
207,3517.0,0.017585,2799.0,0.07945412976378742,0.0008193196931097212,1.0,1.0,0.084524556411268,0.8906052165105091,1.8173429914581156
208,1547.0,0.007735,1256.0,0.05799017166396005,0.0003557404382437073,0.44873168988924617,0.7298572375830118,0.0366997192829255,0.39174474550519117,1.0977652231036261
209,1309.0,0.006545,1183.0,0.043572304064794655,0.0,0.4226509467667024,0.5483957120206667,0.0,0.33147632311977715,0.8716037618514361
210,1262.0,0.00631,1136.0,0.03341157609085139,0.0,0.405859235441229,0.42051402727815523,0.0,0.31957457584198534,0.7305008899667886
211,1367.0,0.006835,1184.0,0.02260486660001422,4.0183696900109674e-05,0.42300821722043586,0.28450209784207814,0.004145523638709564,0.3461635857179033,0.6078067629858526
212,1381.0,0.006905,1192.0,0.016040875738649256,0.0,0.4258663808503037,0.20188850832974775,0.0,0.3497087870346923,0.5228422530696438
213,1123.0,0.005615,1011.0,0.010979352632730994,0.0,0.3612004287245445,0.13818479499268296,0.0,0.2843757913395797,0.4140724863153536
214,663.0,0.003315,613.0,0.010736879699112445,0.0,0.21900678813862093,0.13513306018242946,0.0,0.1678906052165105,0.30377266675609726
215,705.0,0.003525,659.0,0.021733922131244407,2.2831050228305936e-05,0.23544122901036085,0.27354049683582354,0.0023553496994884347,0.1785262091668777,0.45777921279560957
216,859.0,0.004295,764.0,0.018261942231103466,0.0,0.27295462665237585,0.22984258068643096,0.0,0.21752342365155738,0.4375401802433396
217,1001.0,0.005005,856.0,0.03419175988235236,0.0002525510112383976,0.30582350839585565,0.4303333254546051,0.02605425254105788,0.25348189415041783,0.6861665181463932
218,1919.0,0.009595,1553.0,0.027557938594116614,0.00032196963175001224,0.5548410146480885,0.34684085869475617,0.03321577710194819,0.4859458090655862,0.789113907725117
