cluster,count,density,crossing,betweenness,removal_impact,normalized_crossing,normalized_betweenness,normalized_removal_impact,normalized_density,bottleneck_score
219,639.0,0.003195,563.0,0.008525736275605796,3.822629969417686e-05,0.20114326545194713,0.10730387836292866,0.003943590093179652,0.16181311724487213,0.2638467987345938
220,600.0,0.003,508.0,0.0018900212312102176,0.0,0.18149339049660593,0.023787577018704282,0.0,0.15193719929095975,0.15969980772802228
221,2243.0,0.011215,1778.0,0.05946817047767059,0.0008060610164810654,0.6352268667381208,0.748459150637809,0.08315673409470188,0.5679918966827044,1.2964451824658203
222,1281.0,0.006405,1183.0,0.04078241421874909,0.0002890973791994372,0.4226509467667024,0.5132824982161768,0.0298245336246546,0.3243859204861991,0.868442202461674
223,1050.0,0.00525,1001.0,0.02972608970228962,0.0,0.35762772418720973,0.3741289444697662,0.0,0.26589009875917957,0.651989639029222
224,989.0,0.004945,961.0,0.023897937398595536,0.0,0.34333690603787065,0.3007765294219789,0.0,0.2504431501645986,0.5689804904104699
225,962.0,0.00481,923.0,0.014655703114215676,0.0,0.32976062879599854,0.1844548943873181,0.0,0.24360597619650545,0.441133730324365
226,1117.0,0.005585,1037.0,0.009125565835289211,0.0,0.37048946052161486,0.1148532601441737,0.0,0.28285641934667005,0.40048579486178754
227,1561.0,0.007805,1425.0,0.01302704427125833,0.0,0.5091103965702036,0.16395679255423207,0.0,0.39528994682198026,0.5544802050778417
228,1281.0,0.006405,1207.0,0.011853854574226356,0.0,0.43122543765630583,0.1491911699173748,0.0,0.3243859204861991,0.4831008314278209
229,1241.0,0.006205,1177.0,0.043572304064794655,0.0,0.4205073240443015,0.5483957120206667,0.0,0.31425677386680173,0.8746260039049276
230,1302.0,0.00651,1216.0,0.03341157609085139,0.0,0.4344408717399071,0.42051402727815523,0.0,0.3297037224613827,0.7560437822796475
231,2645.0,0.013225,1313.0,0.06689897552102528,0.0005145480487867804,0.4690961057520543,0.8419823578700327,0.05308299793321551,0.6697898202076475,1.1632245154930083
232,2608.0,0.01304,2245.0,0.04974629831091576,0.0003541334162108596,0.8020721686316542,0.6261008516336238,0.03653393195276377,0.660420359584705,1.2665808443426303
233,2081.0,0.010405,1838.0,0.031728700672503135,3.927344133529009e-05,0.6566630939621293,0.3993335622305693,0.004051617745217316,0.5269688528741453,0.9019576180756722
234,1939.0,0.009695,867.0,0.03549108216588659,0.00022644038555733346,0.3097534833869239,0.44668643746271647,0.02336056768046824,0.49101038237528494,0.6324973738175231
235,834.0,0.00417,788.0,0.017592675165169627,0.0,0.2815291175419793,0.22141926690873895,0.0,0.21119270701443404,0.439590572346388
236,967.0,0.004835,716.0,0.018261942231103466,0.0,0.255805644873169,0.22984258068643096,0.0,0.24487211952393012,0.41218658970242095
237,685.0,0.003425,663.0,0.006399625250391416,0.0,0.23687031082529475,0.08054490395171574,0.0,0.17346163585717905,0.2653767240198568
238,897.0,0.004485,770.0,0.0005854537974177314,0.0,0.2750982493747767,0.007368450188281617,0.0,0.22714611293998482,0.2143228656810629
239,692.0,0.00346,556.0,0.0,0.0,0.1986423722758128,0.0,0.0,0.17523423651557357,0.14607210132114073
240,764.0,0.00382,626.0,0.0011258711906772941,0.0,0.22365130403715613,0.014170077679089114,0.0,0.19346670043048875,0.17978137158709864
241,2188.0,0.01094,1108.0,0.03550636064498251,0.0003244624717727413,0.39585566273669165,0.44687873053975785,0.033472949239878494,0.5540643200810332,0.7099880464920181
242,3.0,1.5e-05,2.0,0.0012726290603111423,0.0,0.0007145409074669524,0.01601715435175737,0.0,0.0007596859964547987,0.016503789460287882
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,45.0,0.000225,35.0,0.0,0.0,0.012504465880671669,0.0,0.0,0.011395289946821981,0.009085878896625075
252,1348.0,0.00674,828.0,0.05294153846851271,0.0005353878660322833,0.2958199356913183,0.6663157550891926,0.055232923442368555,0.34135224107368956,0.9149629419007727
253,921.0,0.004605,728.0,0.0390043564873612,0.00041195138703724153,0.2600928903179707,0.4909040801695131,0.04249868341400457,0.2332236009116232,0.7235285736280014
254,5.0,2.5e-05,5.0,0.0021939469785704677,0.0,0.0017863522686673813,0.027612749457994776,0.0,0.0012661433274246646,0.02901925872843476
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,803.0,0.004015,683.0,0.001138343404448562,0.0,0.24401571989996426,0.014327051442546685,0.0,0.20334261838440115,0.1973399858271906
261,1179.0,0.005895,997.0,0.05320472518574429,0.0005379543401610138,0.35619864237227583,0.6696281910571407,0.05549769199254045,0.2985565966067359,0.9917575464399362
262,14.0,7e-05,11.0,0.0004960602873387003,0.0,0.003929974991068239,0.006243354358212206,0.0,0.0035452013167890603,0.009109768954243726
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,919.0,0.004595,723.0,0.01778130460862304,0.00010314237118357957,0.2583065380493033,0.22379333410970378,0.010640612260165598,0.23271714358065335,0.42292534134497667
273,1132.0,0.00566,794.0,0.015927985086956142,0.0,0.28367274026438016,0.20046768033718487,0.0,0.2866548493289441,0.3981439658028818
274,18.0,9e-05,9.0,0.00027001056510093295,0.0,0.003215434083601286,0.00339832008611332,0.0,0.004558115978728793,0.005246319376095969
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,1022.0,0.00511,866.0,0.0044961696126552585,0.0,0.3093962129331904,0.05658824312873495,0.0,0.25879969612560144,0.28834454722424496
281,1543.0,0.007715,1253.0,0.03412519324716629,0.0002497045693507077,0.44765987852804573,0.4294955258917131,0.025760601308296386,0.39073183084325147,0.7856964564750798
282,404.0,0.00202,324.0,0.009180884751388835,1.904761904761587e-05,0.1157556270096463,0.11554949728457262,0.0019650346064304164,0.1023043808559129,0.20257884464387543
283,320.0,0.0016,267.0,0.00973635434585801,0.0,0.09539121114683816,0.12254056994650415,0.0,0.08103317295517853,0.19362182920678878
284,340.0,0.0017,270.0,0.0013772564242664311,0.0,0.09646302250803858,0.017333981611288622,0.0,0.08609774626487718,0.08796768023986404
285,305.0,0.001525,253.0,0.0035769017772900665,5.1818181818174724e-05,0.09038942479456949,0.0450184501161109,0.00534578732703927,0.07723474297290454,0.11758323934584831
286,1118.0,0.00559,297.0,5.936447779119787e-05,0.0,0.10610932475884244,0.0007471540871152332,0.0,0.283109648012155,0.02192358444231117
287,144.0,0.00072,119.0,2.4598241835745144e-06,0.0,0.042515183994283674,3.095904757735603e-05,0.0,0.036464927829830344,0.03160666469291193
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,828.0,0.00414,613.0,0.01104882837192279,0.0,0.21900678813862093,0.13905920818427342,0.0,0.20967333502152444,0.29516399581643704
293,2120.0,0.0106,1007.0,0.07334173790106167,0.0015445030128859649,0.3597713469096106,0.9230701804815239,0.1593375981780172,0.5368447708280578,1.2811256943207343
294,388.0,0.00194,306.0,0.008186610055652185,0.00010643171090928974,0.10932475884244373,0.10303567706286014,0.010979954745815312,0.09825272220815398,0.193864573988673
295,286.0,0.00143,252.0,0.019964805392055758,0.0,0.09003215434083602,0.2512746090280012,0.0,0.07242339832869081,0.31957974387022997
296,306.0,0.00153,287.0,0.004541805911155883,0.0,0.10253662022150768,0.05716261602333839,0.0,0.07748797163838947,0.13645284475332925
297,348.0,0.00174,315.0,0.006601763240949577,0.00016982160696444717,0.11254019292604502,0.08308898808125192,0.017519530066752997,0.08812357558875665,0.18671163839742294
298,229.0,0.001145,207.0,0.00017936523243473044,0.0,0.07395498392282958,0.00225746896942894,0.0,0.05798936439604963,0.05881564357344363
299,60.0,0.0003,59.0,0.0,0.0,0.021078956770275097,0.0,0.0,0.015193719929095973,0.016520840791546303
300,1370.0,0.00685,1104.0,0.0004067842705202333,0.0,0.39442658092175775,0.005119737284010027,0.0,0.3469232717143581,0.29546933669146036
301,2204.0,0.01102,1545.0,0.039677347905812496,0.0005367620638722467,0.5519828510182208,0.4993742681943781,0.055374691623728094,0.5581159787287922,0.9392970172176892
302,290.0,0.00145,272.0,0.002325174434773328,0.0,0.09717756341550554,0.029264362238765166,0.0,0.07343631299063054,0.10441103175708154
303,254.0,0.00127,220.0,0.022813041844598494,0.00012227151933033015,0.07859949982136477,0.2871221661154727,0.012614057760410632,0.06432008103317297,0.35903969938729624
304,238.0,0.00119,210.0,0.002869132125217976,0.0,0.07502679528403002,0.03611054747874958,0.0,0.060268422385414036,0.09305681604715538
305,335.0,0.001675,274.0,0.024978669083616414,0.0003118497149490193,0.09789210432297249,0.3143784867806943,0.03217176279872026,0.08483160293745252,0.4189928730211513
306,1070.0,0.00535,693.0,0.004005418641533057,5.714285714282857e-05,0.24758842443729903,0.050411711177769325,0.005895103819289285,0.2709546720688782,0.22260883781369412
307,739.0,0.003695,481.0,0.0009773806061642335,0.0,0.17184708824580208,0.012301193267989091,0.0,0.1871359837933654,0.12800748637578155
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,619.0,0.003095,479.0,0.01972364992350847,0.00030148152949847126,0.1711325473383351,0.24823945567267242,0.03110213602986878,0.15674854393517348,0.40344957586032426
313,1276.0,0.00638,791.0,0.03164460785414333,0.000226984632320026,0.2826009289031797,0.3982751802608743,0.023416714525932497,0.32311977715877443,0.6073568905423543
314,542.0,0.00271,506.0,0.010352654820042592,2.3918867202446704e-05,0.18077884958913898,0.1302972526515669,0.0024675735944700273,0.13724993669283364,0.27236869482732584
315,525.0,0.002625,484.0,0.019964805392055758,0.0,0.1729188996070025,0.2512746090280012,0.0,0.13294504937958979,0.3843099938211268
316,498.0,0.00249,442.0,0.005107559288479501,0.0,0.1579135405501965,0.0642831191237508,0.0,0.1261078754114966,0.18436429705049834
317,1366.0,0.00683,512.0,0.02674069149949263,0.00046236954682190304,0.18292247231153982,0.3365550862993676,0.04770003842439884,0.34591035705241835,0.4634044899195807
318,784.0,0.00392,627.0,0.0055038019873155436,9.58956655159107e-06,0.2240085744908896,0.06927018147046644,0.0009893010820637273,0.1985312737401874,0.23470867492136357
319,230.0,0.00115,188.0,0.0004200080905215502,0.0,0.06716684530189353,0.00528617067193625,0.0,0.05824259306153457,0.054980238055369404
320,347.0,0.001735,291.0,0.005176124319178856,0.0001222375963755091,0.10396570203644159,0.0651460702491762,0.012610558121951405,0.08787034692327172,0.1553612263305877
321,481.0,0.002405,391.0,0.01043520868187962,0.007016784821183856,0.1396927474097892,0.1313362655019053,0.7238818124739725,0.12180298809825273,0.9583699289561913
322,3.0,1.5e-05,3.0,0.0,0.0,0.0010718113612004287,0.0,0.0,0.0007596859964547987,0.0008439055622639891
323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,221.0,0.001105,45.0,0.0,0.0,0.01607717041800643,0.0,0.0,0.055963535072170174,-0.0007118901036446204
326,452.0,0.00226,237.0,0.023480383882057147,0.0004215043728889686,0.08467309753483387,0.29552125171923704,0.043484210673157386,0.11445935679918967,0.3893407528874714
327,35.0,0.000175,27.0,0.0009525580196332337,0.0,0.00964630225080386,0.011988779217205375,0.0,0.008863003291972652,0.01897618048041744
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,572.0,0.00286,432.0,0.007556659721662864,0.0,0.15434083601286175,0.09510719888479531,0.0,0.14484679665738162,0.20599399590044257
333,703.0,0.003515,358.0,0.012537471409247915,0.0,0.1279028224365845,0.15779508814105825,0.0,0.17801975183590782,0.23229198502687037
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,60.0,0.0003,40.0,0.0,0.0,0.01429081814933905,0.0,0.0,0.015193719929095973,0.009732702170610258
338,575.0,0.002875,405.0,0.02122492222069163,0.00039836202514057217,0.14469453376205788,0.2671342859558352,0.041096746177675565,0.1456064826538364,0.4092436210994177
339,136.0,0.00068,112.0,0.0010057612331605234,0.0,0.04001429081814934,0.01265838838271332,0.0,0.03443909850595088,0.0423409496490774
340,329.0,0.001645,263.0,0.00848890869625834,1.4351320321467781e-05,0.09396212933190425,0.10684037093471895,0.0014805441566819917,0.08331223094454293,0.1772893751399423
341,466.0,0.00233,384.0,0.017929647802734237,0.004735632828416315,0.13719185423365488,0.22566036348315754,0.4885483255373472,0.11800455811597874,0.815999175819366
342,3.0,1.5e-05,3.0,0.0,0.0,0.0010718113612004287,0.0,0.0,0.0007596859964547987,0.0008439055622639891
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,198.0,0.00099,128.0,0.007136121390434186,6.378364587319458e-06,0.045730618077884956,0.08981435466790041,0.000658019625192042,0.05013927576601672,0.1211612096411724
347,123.0,0.000615,96.0,0.005719208818593838,1.2727504136437432e-05,0.03429796355841372,0.07198126561321253,0.001313024269283475,0.031147125854646747,0.0982481156845157
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,622.0,0.00311,474.0,0.003872044116049254,0.0,0.16934619506966775,0.04873307564453376,0.0,0.15750822993162827,0.17082680173471304
353,351.0,0.001755,305.0,0.040864054175562756,0.00046208032728300465,0.10896748838871026,0.5143100087692012,0.0476702012882523,0.08888326158521145,0.6442827199706003
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,428.0,0.00214,334.0,0.006946543494414429,0.0,0.11932833154698107,0.08742835035845342,0.0,0.10838186882755128,0.17424212125716912
359,164.0,0.00082,121.0,0.006946543494414429,0.0,0.04322972490175062,0.08742835035845342,0.0,0.041529501139528996,0.11819922491834534
360,292.0,0.00146,247.0,0.006853655460725014,0.00012181753590686473,0.08824580207216863,0.08625927287984324,0.012567222870673222,0.0739427703216004,0.16488946672620497
361,543.0,0.002715,448.0,0.009718154607321255,1.4351320321467781e-05,0.16005716327259736,0.12231151025393863,0.0014805441566819917,0.13750316535831858,0.2425982680757224
362,55.0,0.000275,40.0,0.00766618613440092,0.0002197697300789698,0.01429081814933905,0.09648568497562118,0.022672394065183763,0.01392757660167131,0.1292706242096426
363,15.0,7.5e-05,13.0,0.003212076730765855,0.00020361846311209582,0.004644515898535191,0.04042680651484291,0.021006159642484284,0.0037984299822739933,0.06493795306118019
364,31.0,0.000155,17.0,0.001505244726685745,2.880184331796515e-05,0.006073597713469096,0.018944826797055753,0.0029713224895618743,0.00785008863003292,0.02563472041107685
365,23.0,0.000115,21.0,0.0003987013605026831,0.0,0.007502679528403001,0.0050180067629964535,0.0,0.005824259306153457,0.010773408499553418
366,178.0,0.00089,133.0,0.00951277360621142,0.00020969321061753657,0.04751697034655234,0.11972660998858525,0.021632856818844082,0.045074702456318054,0.17535402641708625
367,188.0,0.00094,165.0,0.01194409240962452,0.00028823915810213363,0.05894962486602358,0.15032689232307525,0.02973599583145565,0.04760698911116738,0.22473041628720428
368,101.0,0.000505,84.0,0.0033815185222828966,6.171823568135743e-05,0.030010718113612004,0.042559380265518705,0.006367119620490095,0.025576095213978224,0.07126438943542734
369,74.0,0.00037,61.0,0.0013766342016771408,0.0,0.021793497677742052,0.017326150393564128,0.0,0.018738921245885037,0.033497971697540666
370,99.0,0.000495,79.0,0.018902597705553213,0.00015453165280947628,0.028224365844944622,0.23790579245848584,0.015942152391876987,0.02506963788300836,0.2745514193304049
371,81.0,0.000405,69.0,0.0006495270801738455,0.0,0.02465166130760986,0.008174868721170975,0.0,0.020511521904279566,0.026673073457496962
372,647.0,0.003235,491.0,0.035339056295665826,0.0003533945793518601,0.17541979278313682,0.4447730583762835,0.03645771035295064,0.1638389465687516,0.6074988775417455
373,388.0,0.00194,333.0,0.01748523771314598,0.00011457217557558237,0.1189710610932476,0.22006707222303726,0.011819760221854127,0.09825272220815398,0.32138207687569276
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,338.0,0.00169,278.0,0.002873074646415033,0.0,0.0993211861379064,0.03616016757035184,0.0,0.08559128893390733,0.10980396702808606
379,223.0,0.001115,181.0,0.002873074646415033,0.0,0.0646659521257592,0.03616016757035184,0.0,0.056469992403140046,0.08388512197516902
380,986.0,0.00493,702.0,1.4353187380735216e-05,0.0,0.2508038585209003,0.00018064746821098437,0.0,0.24968346416814388,0.17607946673866814
381,1532.0,0.00766,1033.0,0.007503565364174323,9.14738071488559e-05,0.36906037870668096,0.0944389597681328,0.009436832823047378,0.38794631552291725,0.35655227664098593
382,1084.0,0.00542,258.0,0.010348119353917861,6.726395966901561e-05,0.09217577706323687,0.13024016982732337,0.006939240447046821,0.2744998733856673,0.1470052253219069
383,292.0,0.00146,251.0,0.006026206981578687,2.1048603138153434e-05,0.08967488388710254,0.07584510710134584,0.002171464763133659,0.0739427703216004,0.14550862465510192
384,248.0,0.00124,233.0,0.009497538181344517,0.0001521889668441169,0.08324401571989996,0.1195348587868265,0.01570047079469562,0.06280070904026336,0.19963913258934307
385,1057.0,0.005285,225.0,0.005434815736347628,2.097635392829707e-05,0.08038585209003216,0.06840192891804396,0.0021640112227567696,0.2676626994175741,0.07065298240556066
386,418.0,0.00209,337.0,0.011630051541669201,0.0002497640297297454,0.12040014290818149,0.14637441220795797,0.025766735497678713,0.10584958217270195,0.2607864159620076
387,594.0,0.00297,452.0,0.007266602926279876,2.097635392829707e-05,0.16148624508753126,0.09145657938590569,0.0021640112227567696,0.15041782729805014,0.2099814875067787
388,309.0,0.001545,306.0,0.017503785989951767,0.000275482050367593,0.10932475884244373,0.2203005185758062,0.02841991752719792,0.07824765763484427,0.33457089765499454
389,379.0,0.001895,345.0,0.016454855232290885,0.0001425891568748537,0.1232583065380493,0.2070988038156132,0.014710112957445664,0.09597366421878957,0.3162751240454713
390,398.0,0.00199,357.0,0.010999237990993484,0.0002165318153295014,0.12754555198285103,0.1384350696898146,0.022338356802076423,0.1007850088630033,0.258083475815841
391,415.0,0.002075,390.0,0.01691106829073185,0.00012698827353998247,0.13933547695605572,0.21284064580415754,0.013100658486140355,0.10508989617624716,0.33374981239347945
392,651.0,0.003255,476.0,0.0020470721077603016,0.0,0.1700607359771347,0.025764200222771677,0.0,0.16485186123069134,0.14636937783069898
393,577.0,0.002885,382.0,0.0007686286515367945,0.0,0.13647731332618793,0.009673866592232317,0.0,0.1461129399848063,0.10231729792297836
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,444.0,0.00222,306.0,0.0,0.0,0.10932475884244373,0.0,0.0,0.11243352747531023,0.07559470059985067
399,578.0,0.00289,346.0,0.0,0.0,0.12361557699178279,0.0,0.0,0.14636616865029123,0.07970572639669542
