dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,direct_gcbc_phase5n_planner_H10_B120,3,0.0,120.0,0.0,44.73637008666992,False,
