episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,2,0,21,14,0,1,0,13.69460678100586,0.09793959558010101
0,bank,1,0,20,14,0,1,0,14.36876106262207,0.06600280851125717
0,bank,0,0,1,14,0,1,0,9.98533821105957,0.03923908621072769
0,bank,2,0,21,14,0,1,1,13.929272651672363,0.09793959558010101
0,bank,5,1,3,20,0,1,22,11.3976411819458,0.037892282009124756
0,bank,121,22,3,16,0,1,22,9.939330101013184,0.3043484687805176
0,bank,123,22,23,11,0,1,22,24.0784969329834,0.01358801033347845
0,bank,120,22,2,4,1,0,2,10.943714141845703,0.0545751117169857
0,bank,12,2,4,13,0,1,21,12.266825675964355,0.03261202201247215
